ucla_group,rule,n,mean_accuracy,std_accuracy,mean_learning_slope,mean_ttc,mean_pe_rate
Low,colour,58,0.820964473345037,0.0991888407795843,0.03422974615840243,6.4655172413793105,5.943898427353728
Low,shape,58,0.8319901547280968,0.0830884311988126,0.03944590742725192,5.362068965517241,12.785103918829588
Low,number,57,0.8438478299894647,0.07570805848160539,0.04272059926296383,3.2280701754385963,12.725823916554809
Medium,colour,61,0.8344565738576804,0.10206606077966089,0.03642919836033283,4.360655737704918,6.136683794020912
Medium,shape,61,0.8252228887008881,0.11237246786371079,0.03905476685354941,5.147540983606557,13.749700308285968
Medium,number,61,0.8323361116560944,0.13846224887939051,0.039432583276974846,3.0847457627118646,11.883424397707712
High,colour,52,0.8338892735378928,0.11571299887961237,0.03317114036495384,6.673076923076923,5.3206772920132215
High,shape,51,0.8285276631646404,0.08880911441251546,0.0369973484833006,4.58,12.796385472096054
High,number,50,0.8588254883533563,0.11330980829441184,0.037125167068503315,2.5918367346938775,11.367038292612744
