outcome,rt_min_ms,rt_max_ms,n_participants,n_post_error_trials,ucla_beta,ucla_se,ucla_t,ucla_p,overall_rt_beta,overall_rt_se,overall_rt_t,overall_rt_p,r2,adj_r2
post_error_rt_mean,200,10000,196,3819,110.2128364148349,63.04181753543879,1.7482496654364232,0.08205317641994317,1.3871755746315984,0.12101852182883252,11.462506347529237,2.0830879897272845e-23,0.44686079638938025,0.426265187744304
post_shift_error_rt_mean,200,10000,192,3819,130.57985924121732,78.27443972298681,1.6682311582598273,0.09697067624072424,1.3439228577741056,0.15570308140664035,8.63131831196239,2.821159110226429e-15,0.32102948338227344,0.2951990832935555
