task,outcome,beta_ucla,pval_ucla,ci_lower,ci_upper,N
wcst,lapse_frequency,0.6566064514356316,0.20903480275030772,-0.3720074480069617,1.6852203508782249,148
wcst,lapse_magnitude,355.37358679871875,0.151254484632042,-131.52397291489268,842.2711465123302,148
prp,lapse_frequency,0.07773568051599189,0.8920073319067887,-1.052005800696203,1.2074771617281868,152
prp,lapse_magnitude,2.650695153424703,0.9247723304988826,-52.74435766203318,58.04574796888258,150
stroop,lapse_frequency,0.6546150346125726,0.14977902410525432,-0.2388582894937974,1.5480883587189427,156
stroop,lapse_magnitude,15.794254237006456,0.5005757788983793,-30.428274632516207,62.01678310652912,156
