outcome,mean_male,mean_female,sd_male,sd_female,cohens_d,t_statistic,p_value,n_male,n_female
ucla_total,38.11538461538461,41.94017094017094,11.078211643887888,10.670851853571598,-0.35299604930587425,-2.396752218618877,0.017688225803217165,78,117
pe_rate,10.498155466780604,10.576963804520162,6.386265656687586,5.832547255290984,-0.013003194832854717,-0.08723477898814062,0.9305975220674505,78,116
stroop_interference,123.53593412456988,145.78313220540116,91.5411717432674,106.37311943624725,-0.2209526204640875,-1.5538938352542075,0.121960284147359,78,116
prp_bottleneck,527.0226564497722,626.28875936186,137.23923797113505,146.71344492514552,-0.694566020984825,-4.740290033075601,4.485053319953708e-06,77,111
