outcome,beta_main,p_main,beta_interaction,se_interaction,p_interaction,r_squared,n,p_interaction_fdr,significant_fdr
pe_rate,-0.3581977510396912,0.5887275419317548,0.5292858247523304,0.7028285390638238,0.4514020911545765,0.022771605147232865,193,0.6659146159202397,False
stroop_interference,4.605752452626468,0.7101398543094408,6.963828764077886,14.84395752557226,0.6389727216112571,0.0276641035379801,193,0.6659146159202397,False
stroop_effect,-4.999065720952329,0.8670122172273057,23.590962210147826,54.638848251288564,0.6659146159202397,0.08986123299567683,49,0.6659146159202397,False
prp_bottleneck,12.133097718048905,0.48190212130167986,30.657187722981597,20.246749820515866,0.12998064263820383,0.1369270417748446,187,0.5199225705528153,False
