pathway,gender,n,a_path,a_path_p,b_path,c_path,c_path_p,c_prime_path,indirect_effect,indirect_ci_lower,indirect_ci_upper,indirect_sig,proportion_mediated
UCLA → Stroop_σ → WCST PE rate,Male,27,0.2877670646415992,0.8404441938452938,0.024062984068447,0.0765884296018147,0.22682216961576257,0.06966389530992004,0.006924534291894559,-0.051850472173902644,0.08208280014494661,No,0.09041227673547296
UCLA → Stroop_σ → WCST PE rate,Female,45,-1.12421329847934,0.28913254784436065,-0.00754570581399025,-0.0989666173405255,0.09891774990575275,-0.1074496001630266,0.008482982822500712,-0.021035842271468822,0.04248523041325434,No,-0.08571559835487116
UCLA → WCST_RT_SD → WCST PE rate,Male,31,11.790164776163166,0.6122940151323447,0.0005923770086532138,0.07668655751881923,0.224367921986745,0.0697023349771873,0.006984222541632025,-0.024094483292735766,0.06653743655655085,No,0.09107492587495618
UCLA → WCST_RT_SD → WCST PE rate,Female,50,11.847323992072647,0.1082413178789338,-0.0007913348904414327,-0.06712589788920685,0.16054137112426256,-0.057750697055916594,-0.009375200833290966,-0.038365799434768734,0.010004360970479456,No,0.13966592817521778
