outcome,female_beta,female_pval,female_n,male_beta,male_pval,male_n,interaction_beta,interaction_pval,perm_pval,boot_ci_lower,boot_ci_upper,boot_pct_positive,total_n
wcst_pe_rate,-0.707950248443278,0.5449313568699661,56,3.261324778008368,0.00930700460451048,30,2.482607471190915,0.034590669359202755,0.008,0.8034249693116925,4.308961360286653,99.7,86
wcst_npe_rate,-0.7846198833643603,0.6562363301834528,56,3.9492065509939316,0.052621093345514416,30,1.462629694598635,0.4113338603417781,0.2,-1.240415234796846,3.9983293279917804,87.2,86
wcst_accuracy,1.4925701318076574,0.515309008194708,56,-7.210531329002305,0.01706569573948966,30,-3.945237165789559,0.10293571745680856,0.012,-7.217275139503389,-0.5615640115477686,1.5,86
wcst_rt_cv,-0.09432156513873291,0.183081268888166,56,0.13037272041972212,0.12310954659081826,30,0.03518756779167448,0.6372622723192243,0.615,-0.09743557431363449,0.17922376030077888,69.69999999999999,86
wcst_early_pe_rate,-0.5160940146273386,0.7526367404788455,56,1.2140990286329227,0.4061674117622295,30,1.1394709193526955,0.4718170192330927,0.376,-1.648851402744458,3.4999566946178544,76.8,86
wcst_late_pe_rate,-0.6275222735480841,0.6961784980727377,56,4.726568947119921,0.02336556796868964,30,3.7123944554346093,0.030437648136928667,0.009,1.222798624398016,6.5578520072298625,99.7,86
wcst_learning_improvement,0.11142825892074584,0.944070862418365,56,-3.512469918486998,0.1773248512181292,30,-2.5729235360819125,0.1514163325385685,0.096,-6.087906883472507,0.3552123831351694,3.8,86
