gender,mean,se,ci_lower,ci_upper,significant
Female,0.006409175440122167,0.010610352831488699,-0.010722467302381916,0.032230001556613506,False
Male,-0.0005235175900684171,0.014690423648755774,-0.03034731776167723,0.03160349810237886,False
