metric,term,Coef.,Std.Err.,t,P>|t|,[0.025,0.975],n,r_squared
wcst_pe_rate,Intercept,10.770408252627844,0.6837459388830222,15.75206175297004,1.0578815830793729e-23,9.404468714501938,12.13634779075375,72,0.11468425170787644
wcst_pe_rate,z_ucla,-0.30625856505604454,0.8899236837440678,-0.34414025679995397,0.7318689943668915,-2.0840854981512087,1.4715683680391196,72,0.11468425170787644
wcst_pe_rate,gender_male,-0.5252592881412903,1.1198521879323655,-0.4690434093012763,0.6406325206311214,-2.762421212426327,1.7119026361437462,72,0.11468425170787644
wcst_pe_rate,z_ucla:gender_male,2.6125778050391784,1.1689175398415983,2.2350402966775675,0.02891206538900898,0.2773965722455345,4.947759037832823,72,0.11468425170787644
wcst_pe_rate,z_dass_dep,-0.7822963462281023,0.8635133613384715,-0.9059458501203961,0.3683626591485336,-2.5073625950735154,0.9427699026173111,72,0.11468425170787644
wcst_pe_rate,z_dass_anx,0.034023322804718314,0.8151938058150403,0.04173648347425972,0.9668387049341439,-1.5945135170880862,1.662560162697523,72,0.11468425170787644
wcst_pe_rate,z_dass_stress,-0.8617804763120729,0.824880314418504,-1.0447339586708182,0.3000759873527174,-2.5096683416888204,0.7861073890646746,72,0.11468425170787644
wcst_pe_rate,z_age,-0.3308978931957802,0.5554288689939109,-0.5957520605566649,0.5534419580057911,-1.4404946156490528,0.7786988292574923,72,0.11468425170787644
wcst_accuracy,Intercept,82.10769089371925,1.2354951105346084,66.45731755117235,9.02113951319518e-61,79.63950567363975,84.57587611379876,72,0.15403790717652244
wcst_accuracy,z_ucla,-0.5878558592064116,1.6080481030876719,-0.3655710659884167,0.7158906702018519,-3.8003012403139675,2.6245895219011444,72,0.15403790717652244
wcst_accuracy,gender_male,0.7632838222204175,2.023517543624676,0.3772064268111886,0.7072681322827354,-3.279157180710693,4.805724825151528,72,0.15403790717652244
wcst_accuracy,z_ucla:gender_male,-4.521589017269449,2.1121762089756495,-2.1407252851608916,0.03611165923212182,-8.741146065084427,-0.30203196945447,72,0.15403790717652244
wcst_accuracy,z_dass_dep,2.8132758896348298,1.5603259560968443,1.8030052494109885,0.07609530609084388,-0.3038335432614421,5.930385322531102,72,0.15403790717652244
wcst_accuracy,z_dass_anx,1.401617167430195,1.4730149079465193,0.9515295194019063,0.3449154266159672,-1.541068395426613,4.344302730287003,72,0.15403790717652244
wcst_accuracy,z_dass_stress,0.5378133095206206,1.4905179501397663,0.3608231014394625,0.7194199720005077,-2.4398385997664103,3.5154652188076514,72,0.15403790717652244
wcst_accuracy,z_age,0.27625333186034773,1.0036325086080653,0.27525347125660826,0.7840082221942475,-1.7287330926232412,2.2812397563439366,72,0.15403790717652244
wcst_rt_cv,Intercept,0.766879557747696,0.0462981594560676,16.56393184431855,7.918321815047934e-25,0.6743883516619806,0.8593707638334114,72,0.10535942176952495
wcst_rt_cv,z_ucla,0.0069260809570985335,0.06025897379518168,0.11493858127488299,0.908853656295808,-0.11345505793228866,0.12730721984648571,72,0.10535942176952495
wcst_rt_cv,gender_male,-0.020918121038820597,0.0758280118618577,-0.27586271254122957,0.7835423178079518,-0.17240198896320746,0.13056574688556627,72,0.10535942176952495
wcst_rt_cv,z_ucla:gender_male,0.042976705641197294,0.0791503504049907,0.542975557547089,0.5890327260544004,-0.11514429651248903,0.20109770779488362,72,0.10535942176952495
wcst_rt_cv,z_dass_dep,0.035380200848577056,0.058470664353786,0.6050931905699507,0.5472566855999457,-0.08142837923863767,0.1521887809357918,72,0.10535942176952495
wcst_rt_cv,z_dass_anx,-0.012720559946396988,0.05519882556213673,-0.23044982962685662,0.8184772968876514,-0.12299289065538702,0.09755177076259303,72,0.10535942176952495
wcst_rt_cv,z_dass_stress,0.024428236147471416,0.055854723454017964,0.43735309454323595,0.6633276072747547,-0.0871544012303342,0.13601087352527702,72,0.10535942176952495
wcst_rt_cv,z_age,0.06914805652383958,0.03760948750232042,1.8385801327277673,0.0706176841410263,-0.005985531943236561,0.14428164499091573,72,0.10535942176952495
