gender,mean,se,ci_lower,ci_upper,significant
Female,-0.28790034854259267,0.22427700852521154,-0.755840185919315,0.12630129616237418,False
Male,-0.2291202949736888,0.41306912079985103,-1.0911195647861853,0.5587964544525988,False
