gender,outcome,beta_ucla,p_ucla,n,r2
Female,lapse_occupancy,0.9303473681422574,0.5996251571170708,106,0.017734413713431096
Female,trans_to_focus,-0.002992130340203766,0.9387414701435114,106,0.019315574118804246
Female,lapse_occupancy_corr,-0.03781966776284254,0.7003128057841657,106,0.0014303272696917914
Male,lapse_occupancy,5.905405095115756,0.01583418693201365,65,0.13341375349446283
Male,trans_to_focus,-0.08883984129016304,0.07747998143576683,65,0.07944982708449577
Male,lapse_occupancy_corr,0.3224780718403775,0.00879691237286125,65,0.10399210681788769
