factor,interaction_beta,interaction_p,male_slope,male_p,female_slope,female_p
Factor 1,1.9210875205927496,0.10136066983454572,1.0833182114761968,0.1627845207571317,-0.8377693091165519,0.26846778972161733
Factor 2,-2.7550471751940817,0.030789757318239283,-1.542636835059004,0.05691893107210086,1.2124103401350759,0.1652555587114648
