gender,mean,se,ci_lower,ci_upper,significant
Female,0.0005254621355535161,0.007079532163969851,-0.014108087227292336,0.017031340191424115,False
Male,-0.004547076378431891,0.02671653498704599,-0.060469486897075875,0.05148616028828724,False
