n_trials,n_participants,re_formula,method,converged,var_intercept,var_slope_trial_scaled,cov_int_slope,corr_int_slope,var_slope_se,var_slope_ci_low,var_slope_ci_high
14986,212,1 + trial_scaled,lbfgs,True,0.035511358316290736,0.019049537610700103,-0.005082620791638252,-0.1954167774556007,0.011138167319063867,-0.0027812703346650758,0.04088034555606528
