segment,congruent,incongruent,neutral
1,0.33717679944095036,0.33211041229909155,0.3307127882599581
2,0.32337526205450734,0.33438155136268344,0.3422431865828092
3,0.33438155136268344,0.33438155136268344,0.3312368972746331
4,0.3383997204751922,0.3324598183088749,0.32914046121593293
