age_group,n,ucla_beta,ucla_p,interaction_beta,interaction_p
Younger,71,-1.891615085735961,0.06122712679715595,2.8886600985759636,0.021969409187377772
Older,99,0.33902076493461936,0.7208638088609503,-0.6599514348898012,0.45973194898696623
