outcome,n,ucla_beta,ucla_p,interaction_beta,interaction_p,session_half_effect,session_half_p
pe_rate,170,-0.44021642002763756,0.5249850372876789,0.6374482416351219,0.3508213610868358,-0.06595871849180351,0.9335091321701305
stroop_interference,170,4.643573370400219,0.722615583786125,11.239440875106858,0.49232613650848467,0.6264769198175513,0.9699990274440157
prp_bottleneck,166,4.946758506291767,0.7938008363353554,34.65922809033643,0.12262869279904227,-39.27558602310415,0.11153216623175084
