component,explained_variance,pe_rate,stroop_interference,prp_bottleneck
PC1,0.41363451023016934,0.4626053252089728,0.6358652581692684,0.6177958291714427
PC2,0.31182886709489654,0.8822844924344558,-0.26180138934667,-0.391195739938241
PC3,0.27453662267493417,-0.08700797376088586,0.7260409120631448,-0.6821247734194542
