outcome,n,ucla_resid_beta,ucla_resid_p,interaction_beta,interaction_p
pe_rate,170,-0.13792696127259646,0.8099274136667641,-0.017263837174099406,0.9836985000805427
stroop_interference,170,3.703931103359573,0.7248001968318123,8.51973472350396,0.6309368235745745
prp_bottleneck,166,7.820345798224672,0.6312063988559954,16.4042048613518,0.49967321514047014
