analysis,data
time_descriptives,"{'mean': {'afternoon': 9.329704679430346, 'evening': 11.130944664178733, 'morning': 10.628868704281361}, 'std': {'afternoon': 4.904779618324488, 'evening': 4.561526775107022, 'morning': 5.766301979311172}, 'count': {'afternoon': 49, 'evening': 54, 'morning': 67}}"
