gender,n,linear_beta,linear_p,quadratic_beta,quadratic_p
Female,106,-0.19686430656231785,0.8042981587849127,-0.4527319229894202,0.2751468607730039
Male,64,-0.17735765601138032,0.8505703897981075,-0.059199404759057855,0.8839634960566999
