threshold,aic,bic,r_squared,slope_change_beta,slope_change_p
35,1050.1468865504762,1075.2332740468783,0.038878771508279564,-0.45647521256602197,0.8260980019779911
40,1051.6982758326153,1076.7846633290173,0.030067609458660827,-1.0967153977989768,0.48280288802420146
45,1051.346145364313,1076.4325328607151,0.032074605121904964,-1.2886780449020812,0.4096381733342894
50,1051.1231378373932,1076.2095253337952,0.033343505889020575,-1.2820096176654188,0.5889691659669246
