task,metric,n,ucla_main_beta,ucla_main_p,interaction_beta,interaction_p
WCST_PE,pe_rate,170.0,-0.4423645282729915,0.5207210163742605,0.643970883157956,0.3399023870784942
Stroop_Interference,stroop_interference,170.0,4.663976135459284,0.7212332996645396,11.177488725887912,0.49607954511912766
PRP_Bottleneck,prp_bottleneck,166.0,2.977885014702155,0.8736950478430947,39.425010697735885,0.06824628964990327
