outcome,term,beta,p,n
rt_diff,UCLA,17.426205728415663,0.7810749421810949,175
rt_diff,UCLA x Male,-118.25425526611261,0.20143140479179877,175
state_changes,UCLA,-0.87286779213346,0.452760020022031,175
state_changes,UCLA x Male,2.826893979029333,0.1486308815629682,175
lapse_rt_mean,UCLA,4.630670028426543,0.9525836812134946,175
lapse_rt_mean,UCLA x Male,-96.9681486901381,0.3582675299759527,175
focus_rt_mean,UCLA,-12.795535699989074,0.6672785049127139,175
focus_rt_mean,UCLA x Male,21.286106575974532,0.5320788371485268,175
