n_trials,n_participants,re_formula,method,converged,fit_note,llf,aic,bic,segment_beta,segment_se,segment_z,segment_p,ucla_beta,ucla_se,ucla_z,ucla_p,segment_x_ucla_beta,segment_x_ucla_se,segment_x_ucla_z,segment_x_ucla_p
22544,212,1 + segment,lbfgs,True,,-159660.73463839333,319351.46927678667,319471.81764029874,-27.306499614200234,2.8667160457780705,-9.525359044337728,1.6447237892833245e-21,12.044753095050341,17.497470041943945,0.6883711225781407,0.4912191040062738,-0.046558871961834725,2.8725418990319618,-0.01620824816429133,0.9870682552451727
