gender,mean,se,ci_lower,ci_upper,significant
Female,0.051841392273633144,0.051803605411807535,-0.043246154328560944,0.15719852364104706,False
Male,0.0764120480754707,0.07310419194719779,-0.06917555658103061,0.22528802487025626,False
