Gender,N,a_path,a_se,a_p,b_path,b_se,c_path,c_p,c_prime,indirect,indirect_ci_lower,indirect_ci_upper,indirect_sig,prop_mediated
Male,27,0.6354266215200517,2.277065401960517,0.7824980663374774,0.0012856456286843055,0.005534698838501189,0.07658842960181463,0.22682216961576296,0.07577149614350777,0.0008169334583068912,-0.021089970545713557,0.0272409137494332,No,0.01066653883039711
Female,45,-5.8419197252517865,2.1434585011762923,0.009250142569122193,0.005680697301313531,0.004132102209060138,-0.09896661734052555,0.09891774990575258,-0.06578043972279742,-0.03318617761772811,-0.08146884863621102,0.0025980478537952103,No,0.33532698711466213
