participant_id,t2_rt_short,t2_rt_long,prp_effect
GE4hogtdLdTFbNasENgtm6SO3hC3,1.1481130434805933,0.6303874999992549,0.5177255434813384
Qv0jhW3sqicqQvd7LfReAsI7nD73,0.9369173913014971,0.5232458333286146,0.41367155797288246
ORvIk1xRWIQmKuLVe6GXNouvAXx2,1.3105190476179123,0.5736952380793434,0.7368238095385689
80UJMJbCOMgs6YVpsMgXfYTzw6o2,1.0858130434784714,0.5222954545454545,0.563517588933017
rUuJv5gl7dWVo7UPQWMx4bohxhK2,1.9503736842105068,0.9979149999999907,0.9524586842105162
xyAILKfYP2M8GqAai11x6NT7IcP2,1.5443499999999961,0.6087391304347624,0.9356108695652338
pcbRW89vVJcviD87V3uxyG4I9st2,0.907130434782639,0.5145416666666763,0.39258876811596266
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,1.7168875000476838,0.8442041666110357,0.8726833334366481
yatBVTBMCSMp0wJluOCLzTFKMyP2,1.6451304347822846,0.8195882352938986,0.825542199488386
u64Uf920g5VD9Byq26LT2rs5o4t1,1.0578666666671634,0.4356958333303531,0.6221708333368103
nT1qJOiMyDdJ9ui4el195A8Hsgs1,1.5247238095204037,0.6308545454577966,0.893869264062607
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,0.9086857142852887,0.5051000000005184,0.4035857142847703
ric6cNjG25XmZJCiKZDOxzeezao1,1.3140782608695774,0.5320608695652134,0.782017391304364
2h5FgHUEvBS1twD5DqbTIRrMm1f2,1.1523272727348588,0.5183347826029943,0.6339924901318645
lpzDdvuMkKWkPxu6xeclmdctEp42,1.2208541666666666,0.7083818181644786,0.5124723485021879
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,1.2312727272727273,0.8130555555555427,0.41821717171718464
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,1.1188826086832129,0.5068208333353201,0.6120617753478927
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,1.2775136363397943,0.475000000010366,0.8025136363294283
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,2.0279590909155933,1.3099727272770623,0.7179863636385311
wJqgthfmzIMG17pc6WTECny3DVu2,1.5020826086956887,0.6443047619047574,0.8577778467909313
LliUMEIsrCVZ88YFQfevan2Og4z1,0.9792130434782366,0.5371708333333373,0.4420422101448993
EUhcW9kURScie1DwGPHqmNqotJB2,1.4256826086769934,0.579431818170981,0.8462507905060124
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,1.4042863636450333,0.7186624999990067,0.6856238636460267
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,1.1459478260848832,0.8111608695672906,0.3347869565175926
vpFmF3TtdQTW3MyS8ouwz3urZVs2,1.178508333333147,0.5739624999999069,0.6045458333332401
wdppvL4tIkVlGjou6aYzzjlaZXB2,1.041395000000298,0.5644500000001016,0.47694500000019646
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,1.2520708333402872,0.6353333333333334,0.6167375000069538
K26uNuY0VNPjJNF26wEx3bFg0kr2,1.1560399999999675,0.5633000000000271,0.5927399999999404
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,1.7363684210526191,0.9625652173913043,0.7738032036613148
DPvStUYSmohmXwFwaKRqHv89R3k1,1.3220173913033113,0.5286791666547458,0.7933382246485655
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,1.1606521739130233,0.5139583333333431,0.6466938405796803
62fAfeQc27bZelkPX7G54T3gvci2,1.4973999999999845,0.8094541666665659,0.6879458333334186
q0Atnpm0jZS5swcVmq0EMalQUKw1,1.0582173913043504,0.45331818181819766,0.6048992094861527
kR2rCtaPyPaj7YMizKUDn5xL2qx1,1.3830818181818203,0.6308434782608149,0.7522383399210054
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,1.4912454545335336,0.7232428571553458,0.7680025973781879
mwsliuPsLFhRFjtjQwYkqcCRDvi2,1.1472199999809265,0.5608130434285039,0.5864069565524226
iKVZi0Oo96UrMBhPQMHWFcf55uA3,1.6021304347826086,0.8232857142857032,0.7788447204969055
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,1.0005565217344656,0.45140416667113703,0.5491523550633286
ssPK6ISW0HerTGke9hznqJ2LpKu1,1.0090999999727521,0.4310541667143504,0.5780458332584018
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,1.1052095238095527,0.5772043478260849,0.5280051759834679
5zxa5CMLGQSSonWOXqXf0QNS3PH3,1.009809523792494,0.5467375000019868,0.46307202379050716
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,1.6683095238095238,0.7679291666666977,0.900380357142826
h5RYP03wJuVN0xo7qAR8CKFxLaj1,1.4742260869585948,0.8888809523724375,0.5853451345861573
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,1.2897958333293598,0.5321333333452543,0.7576624999841055
v8nNKiWvPdcjiHXZci39OuFTY6M2,1.6237772727256472,0.949483333333085,0.6742939393925622
LSLmd8jENtONZFVkIpRDX665Bu73,1.5343363636515357,0.6094590909372677,0.924877272714268
mUZzgdWKnPb2txOkJg9FHgqX5792,1.3673136363462968,0.7350863636244427,0.6322272727218541
WbOfW9KmUkPQK8o5hlHJnJFdpp92,0.7979545454511587,0.4403285714281457,0.35762597402301305
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,1.6272166666686534,0.8882750000059604,0.738941666662693
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,1.2173958333333335,0.4935095238095216,0.7238863095238118
fEq0OghbLpfD1jigl1Mbz96aMbg2,1.1809272727275437,0.4742041666687777,0.706723106058766
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,1.1510000000003386,0.4806541666667908,0.6703458333335479
cEIs6U87xfbSL5eFTXDK77MmvNf1,1.2623125000198683,0.6654863636710427,0.5968261363488255
AsXBOflrszVNKoFqbN61bMJqS0k2,1.46662916666766,0.7336608695569247,0.7329682971107354
Fz7EUjZCLuUBxLDUVtN6djaBTy42,1.1261454545584593,0.6191083333243926,0.5070371212340666
DzB19GqCB7fyrlEPexogWkjFzEx2,1.590812499990066,0.6411772727424448,0.9496352272476211
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,1.5300434782608772,0.873,0.6570434782608772
xBGZhFOeypWnqzSQClkrwV9z2vF3,1.5562727272727486,0.6634956521738988,0.8927770750988497
MMSYeiMQi3gMr4PrXQcpXzFiegj2,1.576652380966005,0.8068619047687168,0.7697904761972881
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,1.572187499920527,0.7815791666905084,0.7906083332300186
y1EHXv8tUTa4BRS4fRio7bULYfA2,1.7539619047301156,0.8534954545714638,0.9004664501586518
HyQM2xKwwuVfqidmRYF6TiRk90C2,0.9973000000001241,0.6059666666643073,0.39133333333581677
