participant_id,soa_bin,n_trials,coupling_pearson,coupling_spearman,p_pearson,p_spearman,t1_mean,t1_sd,t2_mean,t2_sd
xyAILKfYP2M8GqAai11x6NT7IcP2,long,23,0.35642546700676553,0.5207509881422925,0.09504277712283155,0.010843032636860126,802.9521739130192,155.1037825612968,608.7391304347624,156.34735225057742
pcbRW89vVJcviD87V3uxyG4I9st2,short,47,0.8386306830110306,0.8529139685476412,1.8733990098848223e-13,2.7272064372163567e-14,834.755319148956,315.82042352976686,898.2276595744968,308.7826452391924
pcbRW89vVJcviD87V3uxyG4I9st2,medium,43,0.7356500676948117,0.4914479897782841,1.912856791532334e-08,0.0008180321972032708,873.0232558139319,314.9681739826349,725.9302325581612,382.8619324489754
pcbRW89vVJcviD87V3uxyG4I9st2,long,24,-0.06154354864765352,0.0608695652173913,0.7751262231927047,0.7775281884531549,1220.025000000004,441.61318693512624,514.5416666666764,141.59701890890292
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,short,48,0.7585397801460181,0.6850846721667391,4.223997045568432e-10,7.82535856660043e-08,1094.9062499602635,279.6244374661302,1584.5625000198681,365.66802200597726
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,medium,48,0.29639300101438404,0.5311550151975684,0.04079986407231467,0.00010267093984816828,1091.0708332856495,381.627131998163,1249.8145833015442,460.76994250875794
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,long,24,0.41065473864353935,0.3182608695652174,0.046226883020165616,0.1296087767407352,1074.6041665871937,242.4652921298645,844.2041666110357,230.7352748568632
yatBVTBMCSMp0wJluOCLzTFKMyP2,short,42,0.9229697877374997,0.9152418766712584,3.498637090125569e-18,2.201795105814969e-17,1211.3571428569655,378.39308242866764,1744.2380952381839,451.57037154086174
yatBVTBMCSMp0wJluOCLzTFKMyP2,medium,40,0.9288542706916759,0.9060037523452158,5.637020007876367e-18,9.144764512055868e-16,1101.8500000001864,369.1551536950472,1260.6249999999068,472.62113195998194
yatBVTBMCSMp0wJluOCLzTFKMyP2,long,17,0.9582794368717837,0.7181372549019608,1.4608584383638876e-09,0.0011670424443282878,1162.4705882359515,578.0834580134238,819.5882352938985,522.5709137165711
u64Uf920g5VD9Byq26LT2rs5o4t1,short,48,0.8862099633076226,0.8523353329054162,5.587180208416194e-17,1.5316447588994447e-14,858.8145833313465,210.32029342864635,935.7291666629413,245.6978445470083
u64Uf920g5VD9Byq26LT2rs5o4t1,medium,48,0.785160555755982,0.5288753799392097,3.935300721874905e-11,0.0001113418201166372,887.7666666706403,292.6588652179443,709.0625,309.26958683691487
u64Uf920g5VD9Byq26LT2rs5o4t1,long,24,0.5407578954250526,0.5547826086956522,0.006365177630659125,0.004898108173454638,806.3416666686535,240.19768927151375,435.6958333303531,103.63745493284571
nT1qJOiMyDdJ9ui4el195A8Hsgs1,short,45,0.8912320881229682,0.8722002635046113,2.3174211044078827e-16,6.0960266355711586e-15,953.2444444470935,281.2881832315302,1492.1288888904783,328.1594860468418
nT1qJOiMyDdJ9ui4el195A8Hsgs1,medium,47,0.7432294106009554,0.7669268587552428,2.1869667029008704e-09,3.2576590976689025e-10,855.876595743159,233.45584503214144,1146.9085106342397,357.79529379745736
nT1qJOiMyDdJ9ui4el195A8Hsgs1,long,22,0.5070421438036343,0.4805194805194805,0.01602038970554573,0.023598014259632507,801.2590908950025,171.08057288825307,630.8545454577966,153.75346476928385
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,short,40,0.8941441300187709,0.8714821763602253,7.861971892926522e-15,2.5549864282403476e-13,914.3300000002607,282.55155918943956,895.0799999995157,314.3846244654748
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,medium,42,0.719352879062194,0.6736082975447695,7.990718877347091e-08,1.0137950173003602e-06,1052.516666665496,348.7731135316365,727.2619047608404,324.87268418486394
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,long,23,0.5487192364581266,0.49209486166007904,0.006701141463523454,0.01707047157467216,1342.947826086503,462.1375316363823,505.1000000005183,172.52122238793936
ric6cNjG25XmZJCiKZDOxzeezao1,short,47,0.7112440954959925,0.6898704902867715,2.1074117879532332e-08,8.145437407739226e-08,973.0042553191628,253.69884807347572,1222.6063829787233,338.50049272676017
ric6cNjG25XmZJCiKZDOxzeezao1,medium,48,0.7331357051896088,0.6980026052974381,3.114360489878433e-09,3.498889985993228e-08,921.3270833332887,392.4575241027275,910.8208333333217,371.2657274773947
ric6cNjG25XmZJCiKZDOxzeezao1,long,23,0.7336090593018644,0.7055335968379446,6.794022644234396e-05,0.00016947814720801523,737.2913043477532,308.5673669143335,532.0608695652134,181.6901417227991
2h5FgHUEvBS1twD5DqbTIRrMm1f2,short,46,0.9069250185093127,0.8649048695098634,3.979463987270771e-18,9.250648471665475e-15,909.1326086987619,281.5506187045244,1084.7456521793551,289.93190707891347
2h5FgHUEvBS1twD5DqbTIRrMm1f2,medium,47,0.9234506249402401,0.9039084181313599,2.434649288787938e-20,3.290085339572941e-18,954.3446808571512,453.4098825861368,851.6851063776523,481.9788430010635
2h5FgHUEvBS1twD5DqbTIRrMm1f2,long,23,0.7727937944817407,0.43774703557312256,1.545049867335697e-05,0.03670468816816287,781.2826086982437,262.6876847047207,518.3347826029943,315.08083381305494
lpzDdvuMkKWkPxu6xeclmdctEp42,short,46,0.8923440778254383,0.8176996608078939,8.388153338132994e-17,4.049478821778778e-12,1158.8108695693638,366.6370965226985,1210.2913043395333,367.47391676225027
lpzDdvuMkKWkPxu6xeclmdctEp42,medium,45,0.8470176180635628,0.7743083003952568,2.2386254334828628e-13,4.3877790109686306e-10,1158.271111117469,418.3684562428206,906.515555551317,358.0446725552783
lpzDdvuMkKWkPxu6xeclmdctEp42,long,22,0.5622830250292274,0.6103896103896105,0.0064534991377466315,0.0025539020592147206,1185.6181818355215,585.4633601160256,708.3818181644787,295.06427902092304
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,short,45,0.842414925219081,0.7691699604743083,4.033599681431928e-13,6.730613579414104e-10,805.088888888885,285.38502820048143,1167.8666666666654,423.1315844719835
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,medium,42,0.8870345060771432,0.7971313972751787,5.272402284507259e-15,2.671820917434448e-10,968.9047619047591,449.82609388431825,1099.1666666666654,516.6940660937593
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,long,18,0.6375061829904762,0.3582860570391281,0.004426888672317668,0.14430707797076292,858.2777777777616,541.5063152966433,813.0555555555426,502.0832680190565
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,short,47,0.8778929423034585,0.8342969472710454,5.445422777346001e-16,3.240817877540387e-13,975.1595744782305,274.99273620583784,1096.8893616960404,255.38332244005545
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,medium,46,0.9020623422348911,0.8262102991057663,1.1593419872927986e-17,1.5524341097762126e-12,878.4260869492655,400.4474939277147,791.3717391490936,309.80729329698664
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,long,24,0.8451702474422679,0.8547826086956521,2.0261406455453128e-07,1.0493389191403902e-07,817.2041666805744,305.68757947517884,506.8208333353202,149.71084347047193
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,short,46,0.8792277009006163,0.8294172062904717,9.156769042222672e-16,1.067191187902366e-12,1179.5282608788946,420.43426030806427,1226.6369564999704,363.7887516308251
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,medium,48,0.8529862997620893,0.8155666521927919,1.3938709619924246e-14,1.6744925674378197e-12,1058.933333342274,427.0915750340674,845.4937500208616,379.9611670772278
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,long,23,0.2732660795114646,0.2005928853754941,0.20708070757995253,0.3587559053118984,743.9869565134463,161.1299456536068,475.000000010366,118.20337300131597
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,short,45,0.9679127377270846,0.9549062886039362,2.011288949318502e-27,2.657623204417262e-24,1672.1555555343627,429.9342278057152,1945.6511111100515,478.7191153272884
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,medium,46,0.850087321454162,0.7774899784150477,7.787562405962007e-14,2.082183164936547e-10,1604.6543478499289,361.85542915817683,1514.9260869440825,366.1484056882154
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,long,22,0.8737845027646622,0.9040090344438172,1.0888951193702714e-07,8.026046409607056e-09,2011.709090904756,305.73099862647274,1309.9727272770622,424.7036273447902
wJqgthfmzIMG17pc6WTECny3DVu2,short,46,0.8848473880749811,0.8975023126734505,3.407194455628025e-16,3.007317961077489e-17,1313.963043478277,440.55483859350926,1356.2369565217573,480.1341652889576
wJqgthfmzIMG17pc6WTECny3DVu2,medium,46,0.8188974640805463,0.8163428923835954,3.549048658534171e-12,4.696638048476139e-12,1482.9934782608836,585.646336519905,1229.5043478261518,545.5237196279551
wJqgthfmzIMG17pc6WTECny3DVu2,long,21,0.44946646239068583,0.5792207792207792,0.04093825708680913,0.005931730203525635,1530.119047619114,435.11296247457614,644.3047619047575,203.32204451762567
LliUMEIsrCVZ88YFQfevan2Og4z1,short,43,0.7739136480092433,0.7683479311386288,1.1572255647867797e-09,1.7983086342864574e-09,819.5581395348702,257.7069520432495,916.1860465116279,319.48751955926474
LliUMEIsrCVZ88YFQfevan2Og4z1,medium,44,0.6017086477188665,0.6624383368569414,1.558964411621947e-05,9.67849179575018e-07,869.7159090908932,286.4350576429179,713.9272727272896,349.5247925681778
LliUMEIsrCVZ88YFQfevan2Og4z1,long,24,0.2707044233894805,0.3530434782608695,0.20074646382492756,0.09060541970723546,1064.3083333333198,481.22372734923107,537.1708333333372,194.530409960242
EUhcW9kURScie1DwGPHqmNqotJB2,short,47,0.8159414086150811,0.8687557816836262,2.805686149820374e-12,2.4992233893824306e-15,1080.331914906806,334.50461886469196,1358.080851047597,428.6371830925381
EUhcW9kURScie1DwGPHqmNqotJB2,medium,44,0.8762016487683993,0.8109936575052853,6.730841834741409e-15,2.4887006331598705e-11,1040.8113636320288,394.932129521163,955.3772727142681,472.53724715068347
EUhcW9kURScie1DwGPHqmNqotJB2,long,22,0.17316205126847434,0.20722755505364204,0.4409194379720072,0.3547855122258031,918.75,224.52059787087288,579.4318181709809,204.00518351693208
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,short,45,0.9397880569834509,0.9300395256916996,1.143608860517519e-21,2.610313802731814e-20,1135.184444446034,436.5707029180789,1317.575555562973,496.1392345536888
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,medium,46,0.9222197094564332,0.8317607153869873,8.996300997335381e-20,8.075148170265347e-13,1120.178260865419,375.03962626709114,1002.88695653366,424.3224817526148
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,long,24,0.5778082955817871,0.5113043478260869,0.0031065944169559935,0.010660889916722198,1126.320833330353,330.7308472400411,718.6624999990066,171.3823304253217
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,short,47,0.9662794353529629,0.9301572617946348,3.7309237911680504e-28,3.322769706618245e-21,1154.9404255278566,379.68767661113594,1194.7425531884458,364.4812891004946
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,medium,47,0.6988110181096012,0.6655874190564292,4.693436775867533e-08,3.314259306506593e-07,1154.0893616929968,287.74377952862545,917.9212766023393,300.94203792244866
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,long,23,0.4668756576150971,0.39683717544565406,0.024707652629029644,0.06081216821645002,1287.2478261045787,472.37013478976877,811.1608695672905,252.05683234983994
vpFmF3TtdQTW3MyS8ouwz3urZVs2,short,48,0.6507097101510428,0.5916196265740339,5.532868463838787e-07,9.49466752154871e-06,805.7937499998758,182.84051156495704,1125.8374999999069,207.97647565802134
vpFmF3TtdQTW3MyS8ouwz3urZVs2,medium,47,0.7663836715117336,0.6245374653098983,3.4114166364993546e-10,2.710696131097562e-06,761.2042553193392,175.73818650089336,824.4425531911882,204.18370508745565
vpFmF3TtdQTW3MyS8ouwz3urZVs2,long,24,0.4461133551095385,0.33739130434782605,0.028883823492671813,0.10689212043935847,700.3874999998758,140.0678089133106,573.9624999999069,109.75013216563333
wdppvL4tIkVlGjou6aYzzjlaZXB2,short,31,0.8626813677254168,0.8314516129032259,4.3705621993816003e-10,6.904670329458721e-09,898.6774193555598,453.264448702803,1012.3612903229172,493.6153600352158
wdppvL4tIkVlGjou6aYzzjlaZXB2,medium,44,0.8829835513077905,0.648648649051352,2.2079641673269465e-15,1.91992987977864e-06,1073.9568181821908,447.8927181802196,755.7000000006096,437.6373789501806
wdppvL4tIkVlGjou6aYzzjlaZXB2,long,22,0.8444527099790751,0.40824392998306047,7.74614048186635e-07,0.05926851355254246,1026.6181818189268,532.7137194987502,564.4500000001016,222.2168693988132
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,short,48,0.9549048938229556,0.9431176726009552,6.733431237006961e-26,1.2373035284857157e-23,1130.643750000745,446.19041521437157,1236.9250000032287,421.60062782028047
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,medium,46,0.9470199417336482,0.8889916743755782,2.494192625015474e-23,1.5894986934024816e-16,1143.371739130953,543.9383063926076,966.6413043465303,462.32913533796227
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,long,24,0.5485617178304295,0.54,0.0055092832657711475,0.006453914474239906,1030.1041666666667,423.3242241182262,635.3333333333334,161.3373424194766
K26uNuY0VNPjJNF26wEx3bFg0kr2,short,41,0.8731557560748123,0.8865853658536588,9.733283508578716e-14,1.2439486167099891e-14,950.1560975609506,288.8484242970997,1047.246341463417,354.62083708714505
K26uNuY0VNPjJNF26wEx3bFg0kr2,medium,44,0.7599200371082585,0.7107822410147991,2.2020748724325248e-09,6.450685298305106e-08,1139.1863636363996,299.60924596645054,875.6613636363658,345.6452787678814
K26uNuY0VNPjJNF26wEx3bFg0kr2,long,24,0.3078794694912558,0.15133725080523552,0.14330239779204462,0.4802493307523473,1425.845833333345,295.403701143502,563.3000000000271,145.80212904251957
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,short,36,0.9250000614485177,0.8635047318221946,7.519871336171406e-16,1.2171191024505398e-11,1179.2499999999968,486.92569447961813,1644.8055555555538,550.3963127422293
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,medium,43,0.8050787376109899,0.8159166414980369,7.621131106210793e-11,2.6337848446833507e-11,1284.0000000000082,375.9612176931283,1469.6046511628015,498.12248141394855
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,long,23,0.7208436995770535,0.6096837944664032,0.00010433184063325603,0.0020110969151992896,1198.4347826086905,405.36680395253205,962.5652173913044,263.98465470668833
DPvStUYSmohmXwFwaKRqHv89R3k1,short,46,0.7860108223305162,0.7478877582485353,9.698916523547819e-11,2.328722567808362e-09,906.5065217432768,300.9558167811477,1271.0304347717245,365.99356247522496
DPvStUYSmohmXwFwaKRqHv89R3k1,medium,44,0.8740283488876387,0.7997181113460183,9.489265886942967e-15,7.467238851801724e-11,900.1931818236004,381.6048803692425,930.7795454426246,384.90436924075027
DPvStUYSmohmXwFwaKRqHv89R3k1,long,24,0.36640556178120726,0.6575342621192992,0.07823471539499441,0.0004802037992108154,836.9708333363136,273.04321159072117,528.6791666547457,186.98901701667737
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,short,47,0.7835835814840513,0.6849758610592661,7.435908031332538e-11,1.0925165164985381e-07,823.0212765957546,229.44377602329652,1088.1276595744532,255.11079086922717
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,medium,46,0.7224915008474246,0.7038761605616137,1.4393898504724087e-08,4.843364437293124e-08,798.5652173912968,170.15499994874054,791.0869565217341,241.58307834554577
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,long,24,0.36817973219559186,0.42183084276171967,0.07669351453089207,0.04005582537812967,710.9999999999903,129.23428337710664,513.958333333343,147.44193183720517
62fAfeQc27bZelkPX7G54T3gvci2,short,48,0.9348878158227377,0.928433794137881,2.5319887718438584e-22,2.0749399183873514e-21,1244.7333333332983,323.3207381568191,1514.97291666669,361.1078709677983
62fAfeQc27bZelkPX7G54T3gvci2,medium,47,0.7751870370210563,0.6665124884366328,1.5905418780649647e-10,3.149142671599014e-07,1171.8404255319347,358.711877303974,1246.6978723404216,359.465997261037
62fAfeQc27bZelkPX7G54T3gvci2,long,24,0.6192605873436289,0.3660869565217391,0.001252376864662813,0.07851394802456449,1063.5291666666355,301.69315189329143,809.4541666665658,206.78770510510992
q0Atnpm0jZS5swcVmq0EMalQUKw1,short,45,0.932937819084282,0.9038081433653974,1.0823223534670888e-20,1.8786168820043865e-17,890.4888888888811,267.42339482319244,1034.9111111111163,263.0400748700775
q0Atnpm0jZS5swcVmq0EMalQUKw1,medium,45,0.766605848989011,0.7167797630681139,8.29868789538455e-10,3.0592503256265754e-08,893.8888888888979,234.71857590854611,708.0222222222235,259.9961101323449
q0Atnpm0jZS5swcVmq0EMalQUKw1,long,22,0.6779803373862597,0.5382660480103952,0.0005255111233013141,0.009759872608209407,876.5909090909117,275.36234955729793,453.3181818181977,111.23087633943845
kR2rCtaPyPaj7YMizKUDn5xL2qx1,short,43,0.893516220136978,0.8636689702987744,7.631460619062103e-16,9.01418736493751e-14,1056.0325581395057,376.0169112481757,1343.1441860464836,392.3548170549239
kR2rCtaPyPaj7YMizKUDn5xL2qx1,medium,47,0.9030664478201108,0.7217853839037928,3.9674972348185e-18,1.0338500156716938e-08,1036.631914893611,452.1132710201071,934.6255319148867,469.8591946023544
kR2rCtaPyPaj7YMizKUDn5xL2qx1,long,23,0.8353285185581366,0.45553359683794475,7.070303927040059e-07,0.028934891239747636,995.5391304347584,424.74591150282663,630.8434782608149,301.8503009715137
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,short,44,0.8144348132127921,0.7481324876673713,1.7538389520556898e-11,5.308466042044406e-09,1222.138636372306,476.0941729004882,1472.6818181791089,472.3665748418808
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,medium,45,0.7976577324024654,0.7798418972332015,5.4021602079036525e-11,2.733072008741053e-10,986.9044444481532,376.51133195415537,982.1377777735393,385.30027036864345
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,long,21,0.7880570350365842,0.4883116883116883,2.2136797757831436e-05,0.024707524935187183,1075.8857142925262,538.2052390487356,723.2428571553457,323.3531705939963
mwsliuPsLFhRFjtjQwYkqcCRDvi2,short,44,0.8819380277277964,0.8220867548005238,2.6335257320287558e-15,7.843666429755364e-12,891.4863636602055,336.39543197621254,1119.8931818116796,394.65369709178987
mwsliuPsLFhRFjtjQwYkqcCRDvi2,medium,45,0.8469288512355398,0.761133069828722,2.2646016730891498e-13,1.286320908234171e-09,994.9377777523465,424.1820339278687,953.8711111492581,475.10798801649327
mwsliuPsLFhRFjtjQwYkqcCRDvi2,long,23,0.9554369847031879,0.5609093326660242,1.3364952612886345e-12,0.00536312913908644,977.7608695859494,573.4629298411683,560.813043428504,389.90173596649515
iKVZi0Oo96UrMBhPQMHWFcf55uA3,short,46,0.8551061212526206,0.8039717540595109,3.8862691851985333e-14,1.7200593713112758e-11,1125.8913043478083,365.1489409197712,1443.6521739130258,461.0927105395115
iKVZi0Oo96UrMBhPQMHWFcf55uA3,medium,41,0.8688087959543338,0.8571428571428573,1.8029286640401092e-13,8.509307188619566e-13,1071.4878048780458,456.33257672778325,1097.1707317072971,592.7221576898903
iKVZi0Oo96UrMBhPQMHWFcf55uA3,long,22,0.14618245732334975,0.06267645398080182,0.5162512351446297,0.7817104249303759,1280.5909090909302,500.3482113934752,791.1818181818023,322.2453379821755
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,short,46,0.9523314574810239,0.9238976256552573,2.577946272053775e-24,5.666055556130973e-20,712.002173912266,187.8972990541632,929.4326086938381,192.90380465534912
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,medium,48,0.7764450819087727,0.5695831524099001,8.868333726873674e-11,2.3874734430459847e-05,685.7687499945363,142.52221633835447,611.4854166631898,184.82833474905527
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,long,24,0.6943928011793126,0.5582608695652173,0.0001668742082914412,0.0045819530456178105,696.3083333298564,191.19690529520207,451.40416667113703,84.2859195405196
ssPK6ISW0HerTGke9hznqJ2LpKu1,short,43,0.8442466460072278,0.6650558743581999,1.1394720012772756e-12,1.1463480517618075e-06,722.9883720043093,286.3986497739055,895.2674418604652,327.2328469481165
ssPK6ISW0HerTGke9hznqJ2LpKu1,medium,45,0.6711847928493466,0.4061923583662714,4.5106223545691686e-07,0.005629478631876351,671.6266666200426,185.57840680584445,594.7377777735393,216.61096028502942
ssPK6ISW0HerTGke9hznqJ2LpKu1,long,24,0.5942343030742147,0.5260869565217391,0.0021990456927742956,0.008275921894264552,671.0000000397364,176.56535141567664,431.0541667143504,97.56920608562385
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,short,44,0.92267293518698,0.913460183227625,5.469538519127114e-19,5.306963539675612e-18,873.2340909090814,278.31223631608697,1109.5750000000223,355.4373817278362
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,medium,43,0.7501752834834995,0.6202053760193296,6.99679331736589e-09,9.170090676639458e-06,808.3209302325484,283.3621444561383,854.8744186046641,311.7906431558496
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,long,23,0.7545457735170211,0.47332015810276684,3.184583381291262e-05,0.022536007800363453,830.5086956521416,385.52696281171114,577.2043478260849,242.78385176272405
5zxa5CMLGQSSonWOXqXf0QNS3PH3,short,45,0.9045762652364866,0.9011857707509882,1.593656184355593e-17,3.260677325711104e-17,885.7288888904784,281.2655231146307,1019.1799999925826,301.4315375456096
5zxa5CMLGQSSonWOXqXf0QNS3PH3,medium,47,0.7929940976142319,0.781567992599445,3.04429982105296e-11,8.951938287011493e-11,887.2510638439909,272.80367492410835,779.1170212765958,295.7864895107751
5zxa5CMLGQSSonWOXqXf0QNS3PH3,long,24,0.43805671574323346,0.5340291493931874,0.032272726316580624,0.0071898187157597515,940.8583333492279,352.63864875945353,546.7375000019869,157.97915951844038
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,short,44,0.8552325657056323,0.8384778012684989,1.4539352520206958e-13,1.2208538879733664e-12,1325.1909090912138,366.344548340906,1624.8545454542407,373.35174096213416
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,medium,47,0.8005911441129373,0.7629509713228493,1.4307487478067599e-11,4.5528231859050145e-10,1143.2574468086216,411.48686271743946,1225.693617021546,469.5537874628354
lS4TefGwYUYBhCDMI0Ws2WxSQmm1,long,24,0.14727404867737512,0.2478260869565217,0.49224912108810515,0.24296488702038946,1110.608333333085,271.22135012529674,767.9291666666977,261.86182978704846
h5RYP03wJuVN0xo7qAR8CKFxLaj1,short,46,0.9797440423153639,0.9352451433857539,2.2688214160192418e-32,1.8266755899545833e-21,1349.5065217406852,465.79404592847135,1379.4499999971492,474.2228611760255
h5RYP03wJuVN0xo7qAR8CKFxLaj1,medium,46,0.930441526465623,0.9098365710761639,8.389801908840055e-21,2.0390386407130923e-18,1579.4565217404263,461.36086679795227,1283.4304347893467,485.8444123210984
h5RYP03wJuVN0xo7qAR8CKFxLaj1,long,21,0.5163156073768925,0.574025974025974,0.016565713131861417,0.006506006572823372,1827.5666666683696,312.52818895545886,888.8809523724374,232.2620310466653
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,short,48,0.9221031538586039,0.882863811539923,1.3603886156797838e-20,1.0483639749073961e-16,945.6479166547457,411.4829016182002,1165.0999999940395,484.53322041133646
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,medium,48,0.7675421918765158,0.5985670864090317,1.9607122769115264e-10,6.998942746324743e-06,810.0062499940395,302.5491450464987,792.4395833164454,308.76079181919056
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,long,24,0.5313770376100407,0.4321739130434783,0.007538429605797457,0.03494153662769787,653.1500000059605,140.83224361471275,532.1333333452543,142.41481275879977
v8nNKiWvPdcjiHXZci39OuFTY6M2,short,43,0.8642460043479949,0.8174267592872244,8.310883221835433e-14,2.2588858101492172e-11,1317.1906976755274,490.2501263891117,1568.6674418601879,563.8033112931341
