predictor,beta,se,p
Intercept,42.798667827229046,0.6055425878889069,0.0
C(gender_male)[T.1],0.7718542500622222,0.9879400864699345,0.43463996171699326
z_ucla,-0.06463666357552023,0.8095209186644892,0.9363600760569516
z_ucla:C(gender_male)[T.1],0.04315091588201822,1.1075737840045723,0.9689223940297842
z_dass_dep,0.41860043303320205,0.8693000709048891,0.6301346567436077
z_dass_anx,1.2681347039784363,0.7229881982345695,0.07942733035849564
z_dass_str,-1.7145129822571823,0.6959030624193335,0.013750199898270256
z_age,-0.08439623615229391,0.580023319111544,0.8843122457755311
