participant_id,t2_rt_mean,t2_rt_sd,t2_rt_cv,t2_rt_iqr,n_trials,cv_short,cv_medium,cv_long
6WFCyGwk71XLPBmbe4Vav3eotVm1,670.3283333301545,321.7154251791824,47.99370833408126,327.27499997615814,120.0,44.62352129590457,40.04961699370321,25.50348200731306
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,918.0508333365123,435.9843486357039,47.4902187116575,654.7249999046328,120.0,30.488395792280045,45.41512366380501,25.055033857225666
80UJMJbCOMgs6YVpsMgXfYTzw6o2,810.5500000000155,303.9524730650324,37.499534028132324,428.97500000009313,120.0,26.781821302193787,30.308762996265514,23.872081752948635
87w5Le0CgZhSfYAaOH3Xd2fc98l1,1204.7916666666356,460.17868735929545,38.19570636909347,612.9750000005588,120.0,29.35048998436885,33.56473344113017,24.532023796582838
8bwaafIhKVMNBoHaXFcY8HirS9u2,810.3383333365123,279.30316145773094,34.467474876539455,438.25000005960464,120.0,21.349659557131083,29.31417563840384,26.17471584353322
8cOQBMgQEYSlJ4CK60pFMmBVEBV2,1302.5916666507721,475.26825214928147,36.486357491545505,743.4500002861021,120.0,23.32111435435838,37.257202542323434,27.91953662870047
8mscvscxtXf7EbbLqCyy4a4pl2q2,1081.3779661130097,456.2119287684293,42.188017794395556,616.6000000238419,118.0,29.28476834441535,37.15203009582619,43.00288600074739
9Xz1RIwnPXgyRqmucudW9VeuDnq1,1130.3025210084063,530.6238821572431,46.94529759022777,724.0000000000582,119.0,41.672240908209886,44.866849540802534,43.891858175648174
9l7DjYLs0XdgwykPZR5E01KTZfu2,1223.1887931052981,546.1603642081378,44.65053696425762,717.0750000178814,116.0,36.16006225636343,44.738165398817316,35.69579482398885
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,855.7675000051657,343.03996194209225,40.085649658350135,517.1750001907349,120.0,23.735548765379384,39.196358984903995,30.174529107091132
ASGvwW80q7VY7xFaLGZhVuErUQu2,1317.5473683340508,467.01581454539075,35.445846257193814,696.325000286102,114.0,25.130993134618567,33.50249928136809,36.69823709018109
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,1065.0341666221618,521.9654110109244,49.00926443199264,580.7750000953674,120.0,39.74450888317473,45.7574143931687,46.28187642209893
AsXBOflrszVNKoFqbN61bMJqS0k2,1143.8574999948344,361.3283600908118,31.588581627732786,560.3250000476835,120.0,18.94291421840259,27.97537199043878,30.527773064913948
AyAnuCaltBbpEYbudoyNzTvXlcC2,1448.180952385068,666.112869243143,45.99652192262953,1089.3499999940395,84.0,40.10442034251466,43.950204130408906,39.28107501621926
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,1222.6940677966015,557.7397880383791,45.61564521560765,672.7249999999185,118.0,34.29122715071712,40.24907610863806,54.8674802492811
BcCTlXWx6ARh4rBtkdWRgZH3C7H2,954.4433333377043,369.47375311978305,38.71091558969008,543.4750000834465,120.0,23.634064759325195,37.04242245885327,19.96408269714243
CDEoAyvS8feXLKMKsaZah9agEhF3,1051.2666666666705,444.24607749188436,42.2581721249175,678.8249999996042,120.0,29.18263514037878,39.89688957228761,35.9148556007185
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,889.4424999932448,444.338368059188,49.95695259250178,475.32499980926514,120.0,42.027353778255076,39.37564444607744,27.33860824141747
CUNlBEszJVRGK1jWlTaOaCqpDg53,1082.297272727283,498.95399071950476,46.10138113553494,797.7000000001863,110.0,33.59820488424535,46.78658826197982,33.1655405940333
Cbkx2NHyF3NrebzXGqNgSfiWent1,923.4449999996772,345.1059325499155,37.37157411107713,497.77500000596046,120.0,30.51685802660284,33.03770559615463,11.65679420635451
Co587hoelyeANqFX7AYvuVQW0lZ2,686.7483333354195,311.67635659182616,45.38436301375022,367.7499999701977,120.0,32.30482341985032,43.68133194551634,21.902062618312623
CtJe4bZZnYUBNrcPk00d3YQFSGp2,1249.1374999999923,472.7867560001571,37.849056328879726,664.2000000000116,120.0,27.172278001485534,32.76575093515188,35.190312800982895
DAKDKPH698P12JfTbbjemLI6PIH2,777.578333332638,294.8287573581189,37.91627733433706,530.7750000208616,120.0,14.037008078442636,28.801393899871663,24.41725517313695
DPvStUYSmohmXwFwaKRqHv89R3k1,986.0791666547458,439.4817870713524,44.56861091207167,638.1499999761581,120.0,29.323234286304267,41.261993909747176,36.1298039238732
DaRehVxIOhXtEtUExdgvUl0mKcx2,1517.8394736856744,508.90059996638246,33.52795923343929,703.4250000566246,114.0,25.118342701991025,27.462968741222106,50.08893472127337
Df83JuPuJkXqTGbENhM2gw5SJM43,1591.720930232561,531.5213889698487,33.392875527005216,847.5999999999767,43.0,20.053672816144104,34.71569220889488,34.44322670178446
DzB19GqCB7fyrlEPexogWkjFzEx2,1228.5724137877596,616.5155148787409,50.18145515558078,880.7249999642372,116.0,35.51235725142886,49.579309811973445,44.91920512219972
EEodWwGh0wWq5f8JmzfKvq0lyeu1,1021.8135593220388,466.048178961924,45.60990355923065,619.7500000000146,118.0,39.569372899021545,41.825607475974216,44.83432606100515
EUhcW9kURScie1DwGPHqmNqotJB2,1052.095689639963,511.49193463529474,48.61648419169288,715.4999998807907,116.0,31.90319876218845,50.281204164748004,36.03633003297158
EmfmKFDgWJdW47a6CNTNjnbYaPh2,1318.5872881291277,517.6556297647332,39.25835129953413,762.5749999284745,118.0,26.884413129837746,35.240367511012124,33.75790913021503
EoToosG69XMp4LTYdB6sB9WTrv22,922.0708333174388,330.45006295619146,35.8378175532669,424.8249999284744,120.0,30.845865773468763,25.63938231770988,21.461084103769064
Fz7EUjZCLuUBxLDUVtN6djaBTy42,889.3408333321412,351.02808083865847,39.47059076590948,394.55000004172325,120.0,33.782718519329244,27.41582337686183,14.717423472386221
G1Ff3XYUZMRsPafyEQ80ussnVlf1,987.419999996821,406.3794293478092,41.15568140701196,643.0250000357626,120.0,25.464937340476943,40.93658309553091,34.979205797381006
GDZGRW51kbWtAdUIHCtEd8sAtqY2,887.1150000115235,420.4837877066954,47.39901677924884,595.8499999046328,120.0,30.882587605045682,44.11149905991178,34.784966896015874
GE4hogtdLdTFbNasENgtm6SO3hC3,873.0766666675607,371.9636610827704,42.60377986076704,358.9250000119208,120.0,38.35647391540604,33.31603444634507,19.827365771652037
GEwkBw3YHaNp3TCh9YS9PKVfavz1,787.8375000019868,346.6898156031779,44.00524417818442,490.80000001192093,120.0,35.29945531249089,43.03425799365833,30.259200356933817
HSggdq91WiQp16bOj7V3dABkcgk2,956.3366666684548,435.2912686477533,45.51653029933037,581.424999922514,120.0,35.06639844645614,42.689068240815494,39.051923451277105
HbydnnT1hUP3WagAy2TJAc6GqVs2,1042.709166675806,373.61828113015355,35.83149482815634,582.375,120.0,28.562466560018407,36.13381531593347,38.989859167876276
HyQM2xKwwuVfqidmRYF6TiRk90C2,786.3699999996771,294.56078758037336,37.458294133867554,296.42499999701977,120.0,31.57132164905291,37.24089316546641,32.42312644267891
IaTJhUGICmO9xcL3605RW8QHneN2,916.0208333338301,476.05485382156803,51.96987191753934,676.8000000119209,120.0,38.53675850201938,48.270124553564095,35.72481485042406
JntnHLHjYhc0xJJQALM3h9R5Ozv1,1150.5889830548886,529.9876113412976,46.062288023490886,651.2500000298021,118.0,33.643910646372,46.2582860352906,35.954650960034215
Jp6aXC9KLjcFZBaQdZl4i9dUscl1,953.2579831956815,410.7172536646915,43.08563483390004,580.8499999940395,119.0,27.095456308974025,46.34697615628177,25.366743663394598
K26uNuY0VNPjJNF26wEx3bFg0kr2,899.6584745762767,407.93082963313003,45.34285411197379,571.6750000000463,118.0,37.07499887111452,44.899775495099284,26.440265836172966
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,850.3333333333295,317.64954351138203,37.35588516402001,476.7500000000582,120.0,23.492986032324097,31.214595873973323,29.30453289551859
LSLmd8jENtONZFVkIpRDX665Bu73,1022.0689655316287,578.5547242362394,56.60623145281634,773.7250000834465,116.0,52.33390673105026,47.918741408944044,41.58836141218207
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,707.9241666649779,260.77292159343256,36.8362790638905,405.77499997615814,120.0,21.174383876371888,30.545985157093792,19.073534031991834
LliUMEIsrCVZ88YFQfevan2Og4z1,749.8650000000023,336.8483092885887,44.92119372001463,385.14999999987776,120.0,35.85823518942888,48.84260120300285,36.992763932975606
M4Km1Q2P2oPliChDQkwl6k20FUI3,892.0084745479843,402.4508941108696,45.117384598258134,575.849999666214,118.0,32.27968790600463,47.07013947661606,32.32811135456399
MMSYeiMQi3gMr4PrXQcpXzFiegj2,1178.1483050807049,492.868865670659,41.834195537623486,679.3500000834463,118.0,30.469860558235894,41.635948635027546,39.99212814995216
O61Eik2zvrSQLMNpFbTNEgjWwMr2,1245.5100840336072,490.6601943687757,39.394317288846324,670.1500000003725,119.0,24.197938740376483,34.971967973186786,23.83129983743717
OExlWyngGfPrScDYjaRcv5PIAet1,1022.8529411694583,531.5975981981585,51.97204571659804,636.8999999165535,119.0,37.911227731816844,53.16806026041843,49.56551688035658
ORuVuFPU5idz3fMoXTGsbwToW2j2,585.3158333142599,206.82827936597985,35.33618391883351,198.525000333786,120.0,39.62953514433675,31.04690475088217,29.739547223928685
ORvIk1xRWIQmKuLVe6GXNouvAXx2,975.7647058833547,517.1691516929405,53.00142017585582,706.2000000476837,119.0,41.03054226926203,55.38195014737203,34.66538950769343
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,1465.1097345120083,622.0999410063299,42.46097929405513,877.2999999523164,113.0,32.996139206105966,41.52983393714316,58.570066653014194
PLreonkqaMeFc0UqxKUelH44UQu1,848.915000000596,373.34860400067214,43.979503719501956,495.30000000819564,120.0,26.685456005595537,45.62869189505034,42.67642871096026
PkpTH7pWpEOG9A86xSloOSozwTk2,1518.00504199597,533.665121597782,35.15568834317474,840.2000000476837,119.0,26.738693777637994,35.77794041285433,40.031802891240005
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,917.9683333331719,459.13922422713176,50.0168913844754,641.2749999985099,120.0,35.38362657275517,48.17341905772973,37.03632679583175
QbOEVCaZLUMOgltUdXm58oZOALv2,1027.6908333346248,331.8708015281919,32.29286384226529,527.5749999880791,120.0,21.761359053971283,35.42481366349855,26.86839965413305
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,1650.9350427317822,493.65526665858454,29.90155602014112,688.200000047684,117.0,24.400969042987956,23.999968336321253,33.18374590753387
QreA2rLiUhV3YHeMfuHMPdGbpJ53,1032.7445378063105,478.3695762391613,46.320223320210744,616.9000000953672,119.0,33.47699178073784,49.217550683650146,21.49943888960252
Qv0jhW3sqicqQvd7LfReAsI7nD73,750.9016666635871,279.4778044679694,37.218961799585244,365.62500002235174,120.0,28.573669860919615,35.25735829419535,25.99193312567702
Rc706mP0TSeIoIpMYH1SpRXjOxA2,1116.9583333492278,463.9874296221201,41.540263031194904,664.8000001907349,120.0,30.12020349198341,36.42347908762216,44.352803470271056
Rmd4rr2vGjOoLvdfYd4EdYyxK3m1,1038.951666678985,470.80215562424075,45.315116258407144,573.2750000357628,120.0,38.60818473133788,45.55000104528423,42.21682671644887
Ru3Qf6pXZua1DfNkQdhbor6iJ403,1144.963333333339,441.0162795321052,38.517939107112866,460.57499999995343,120.0,31.05474635754909,40.50429824357018,35.9749706376903
SOhR7IO689NQCPQu56SjATO8FR92,1430.7130434782205,528.4222385524477,36.93418753405611,788.2999999998137,115.0,24.7953505262288,36.406860198041315,51.066231355224154
SPCT9D90pRa1ihXS5jEw6vCmquI3,809.2499999974743,409.61942828131737,50.61716753569302,569.6250000223517,118.0,36.74927589499063,45.85506022184524,30.99005650772011
SdDjNMBD2ZMTEwUphkohi2cZwUx1,632.1991666793823,313.52786810654413,49.593211226984856,310.5500011444092,120.0,42.81185072231401,37.454820849717095,26.52635606744451
SpSfX0ZcfcPLdlOENlfdfvEPwru2,1032.4166666666656,451.88407793144626,43.7695450413864,659.7499999999563,120.0,28.72099833347621,36.182694095381706,27.651554597125667
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,1197.477310923969,528.6554225931495,44.14742707611228,757.3000000119209,119.0,35.17497745943498,41.00246156755307,60.027457949733595
Ub7nV8F55kPruh35ZpUcKoBUyn63,1447.1243697485002,576.8829819900116,39.86409143882151,837.6500000059605,119.0,26.98187277644356,41.8282647211821,28.8029587691709
UbwuSMtBsHdW3Ji41opk3GInMqi2,873.4333333333489,440.98605026303454,50.48880474713124,340.0250000008382,120.0,42.85046408937267,53.77606311242696,41.686815066458635
VwTymW8T68MfpnJvZ2X97ILqDWS2,1289.2422413774605,576.5405742596145,44.719336347808714,919.3749999850988,116.0,41.54857362381804,37.67852101600675,39.130748967210145
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,1318.191666666669,508.31868677526097,38.561819167060435,765.7499999999563,120.0,27.657184704237963,37.90319428503925,48.23332859260804
WbOfW9KmUkPQK8o5hlHJnJFdpp92,649.7092436965273,272.22902371756476,41.900130921443406,239.45000000298023,119.0,21.198581688929735,54.48262027202616,23.63870076184295
WcTsIpSoEhYeIBSNjAbbdaNSBya2,1039.7024999994785,483.90284625717766,46.5424336536096,605.8000000044703,120.0,35.29044280145023,46.20176785753283,22.264286434591867
WeHQDy9BWldTlaQDVVlsJNCqwxA2,1035.1333333333328,426.38403278894805,41.191218469982765,592.0000000000437,120.0,27.14936735061162,33.18990027647294,33.325351237712866
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,942.1316666841507,371.05217644482303,39.384322761461554,608.2500002384184,120.0,24.50511296129552,35.210188342367374,30.083931149666356
WnC6Uscb5VMIr43GASKiUCO3AYH2,745.6583333315949,425.12015870977905,57.01272817677043,446.5000000149011,120.0,42.91501226004175,51.65958513028418,33.3064739600289
WqoZv41KTtTCuPKBPyClregrKAi1,1193.8823529411784,556.7229048831564,46.63130362147045,801.0,119.0,33.92922239432351,43.50509329187348,54.68769676077025
XehZHBpwr5MYzUXkj0FAYCsFG922,1181.4711864410062,520.135781434126,44.02441527168785,708.8500000014901,118.0,33.18953131588303,42.61049200285103,46.32503175740595
YEU5ox3jteVINfdSTg5ymqYcS9o2,703.5600000028809,327.81467258551845,46.59370523966345,387.3000000268221,120.0,34.26762121136927,44.03801435782387,30.293885032005164
Yco8O7tmHlbsUBfKW2ywcZByGO32,1067.126666666319,431.13781994505905,40.40174736631074,523.0,120.0,34.50065482595315,34.638099281458906,33.98911426836042
Z3GikGkUkjMOa6UK1xdIDvuGRHp2,856.0850000063579,392.28768269889656,45.823450089183105,526.1249999403954,120.0,30.446473877453155,49.06665067204832,30.731155043697445
aM2995jJmJWvr6cneaGH58HauIg2,1009.9816666657727,348.47481926457647,34.50308364655645,575.4250000268219,120.0,22.099493578681862,30.083932467441983,22.608138627047232
afdTz6deeYWf1qKNdUpKAYKN3hz1,1227.7816666667661,530.808242921781,43.233113617247746,674.4250000044703,120.0,40.48375344552133,40.30517864955402,40.42204407121674
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,1057.2608333408832,470.837007121059,44.533665891437714,566.4499998688698,120.0,38.12085158134297,43.07554992854534,24.36030732613607
azdL1gX79EVd9iepyCAVQrqIaQF3,925.8183333333349,367.67263206140274,39.713258943320646,526.4500000000698,120.0,22.998707919964055,34.3046390596062,49.430984642156695
bXpFswkI7TfIfL6G4FqWrbaxTGx2,641.4512605042042,299.7153810504791,46.72457589605355,346.35000000009313,119.0,32.77010156963945,49.03193264458575,60.42908281263893
biQ16yPcCKSkJQhSxUKcDc8gm8I2,1167.7624999980133,377.0504607246122,32.288282996350176,508.59999990463257,120.0,27.685412337527417,33.41290633054787,29.562074000873984
btpcu1rB1JeSTo2upeHGPdv8kYG3,1150.005263164378,480.103198869313,41.7479131833059,669.9000000655651,114.0,39.759508599609184,35.86208814269605,45.23639697568745
c0hRe9PCPPZs3HWFqhIQargNlp52,1401.540869526241,489.05984278088806,34.89444035593508,613.0,115.0,30.641940115679162,29.850531481126293,39.231332475876634
cC0BEsQjfrcuCyoaOas9zJT0MNs2,1241.383193270499,437.20456317942893,35.21914631594029,646.6000001430511,119.0,27.53191572496712,35.04940079610856,25.481341533060398
cEIs6U87xfbSL5eFTXDK77MmvNf1,1045.9254237312382,449.5596052376914,42.981994226120904,611.7250000238419,118.0,33.16926185798803,40.065884105652685,36.492681153332725
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,755.1958333328366,337.96369289281336,44.751795226585024,425.5499999932945,120.0,35.961719896027056,46.55034670199372,34.07922346070555
cec6NLR2ZLVVw6h0TEKSNIH11v02,862.6583333333527,359.748012551863,41.702259011604234,505.39999999990687,120.0,25.402894669940345,35.56744613075406,19.763809096072787
d9rwc0NXArcNlJvFsgKhQqkGxJq2,1095.9923076930208,566.9609804067763,51.73037953160323,716.6999999880791,117.0,42.129753038976176,55.41451557909287,58.81353257387727
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,1134.2308333327373,533.2552422662602,47.014701645817865,774.4249999523163,120.0,33.04009216637741,41.37124401222549,47.133382439950225
e7NIVznoeNMC7bBejXnMVvFNPfx1,943.400833333532,396.6535758634774,42.04507372140974,510.92499999702,120.0,37.85874697223992,35.34029249425244,37.02630803575996
fEq0OghbLpfD1jigl1Mbz96aMbg2,913.1758333331595,488.2584342888946,53.46817299212958,746.2750000059605,120.0,39.62307050840558,50.22608741963689,50.504491508787076
foaW7wtvY3XLNdguFUK7OvOefP93,962.8391666666731,355.7674559860597,36.94983215293561,458.35000000006403,120.0,30.374664519381938,36.884187731845316,24.864840777724478
g2G9l3no7RbeRA9a1W3JnfegTnh2,918.6150000025829,441.6480333032085,48.07759870043127,555.8499999046326,120.0,36.505407892252414,45.716346401924596,44.948593153670004
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,1064.2100840336134,422.4235940129404,39.693628199035,650.5000000001164,119.0,29.366983638692716,37.12020906156442,46.41717138626883
h5RYP03wJuVN0xo7qAR8CKFxLaj1,1246.4188034188035,478.7748043311586,38.412033180013545,663.400000035763,117.0,35.016347195911294,38.02372336370514,26.774987028181457
hrRr560eFBNwJ0CcUjCqtSD8TdP2,730.3158333335382,319.94987448689704,43.80979569160931,398.6250000018627,120.0,32.9093591956361,46.53106152822157,38.94179469934591
i1tBstVkNiVP0qro7TgGD08IGGa2,1252.5179487191713,567.8252675014106,45.33470103818237,842.4999997615816,117.0,29.028033955132383,46.9839692302719,46.88234364294024
iKVZi0Oo96UrMBhPQMHWFcf55uA3,1191.4083333333149,563.5193359120748,47.2985894210983,779.0,120.0,31.691507337302127,53.36678477391361,44.93294351870217
iWsc4pghIEWOQUZKuQJMfe516UI3,781.4691666677594,342.81567989828505,43.86810056244135,466.74999998509884,120.0,29.23260297403898,42.727968705652394,35.90845647856915
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,1021.9391666680574,375.6995136898926,36.76339315918655,591.1750000119212,120.0,31.1775503098047,34.65218407877093,43.093077338741
idP8RVfm74N86O0dszLXANIpjXv2,857.3159663892594,427.91376586553025,49.913192176714745,473.94999998807907,119.0,43.0314454751274,43.115455475433016,43.22371503620783
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,1133.6495726495682,540.6900972964701,47.69464130196495,792.9999999999418,117.0,40.24603132553686,48.322255029901484,59.87067849967463
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,1003.5375000009934,459.71696920862274,45.80964530056602,638.600000038743,120.0,34.445268255466374,48.35706865579572,25.94029795400964
jzdk8E3tVXTXIozlfK5oeEb7wWp2,886.3225000003973,322.19176539553365,36.35152728215624,489.47499990463257,120.0,26.90274696261036,31.656956499418236,19.322612311454286
k8j7IpYfd8dYB0L1qyLCcrwoFOy1,1141.3042016950976,568.6719853889201,49.826504147125036,717.7000002861023,119.0,42.71287825796488,48.08260847176793,41.67514270185978
kI0YdycDU0X5hcoEPjEON3Ionyd2,1645.5477064224558,648.8192882567856,39.42877412332016,983.7000000476837,109.0,25.853976223190845,37.64195495155203,52.49035322699236
kR2rCtaPyPaj7YMizKUDn5xL2qx1,1053.0941176470349,517.6779558587157,49.157805288608174,739.25,119.0,32.08664855598349,50.234106361854536,47.62235122495168
kgSRatooJJfDaMZ2yIURqb8aJuE3,1014.5166666670392,417.75924640290805,41.178155088901576,607.7749999985099,120.0,25.643046996728103,44.110282150664105,25.20696038361742
lHDkoPQu5reNCO45npeYSS9eLQl1,1238.145378124814,544.1145048028646,43.94593029349531,714.5,119.0,28.613295185342835,41.196276134567825,22.306105678505944
lpzDdvuMkKWkPxu6xeclmdctEp42,1038.7749999940395,479.41391394912205,46.151853284096454,634.0749999284744,120.0,37.230776706370115,39.379786829823715,63.370826345849274
m69r9GQTk2b51mvxrFLt4fZeJi52,954.9495798319327,424.53038558355536,44.455790603967905,645.5000000000582,119.0,37.223684939647505,40.5993729943264,21.217693520412475
mUZzgdWKnPb2txOkJg9FHgqX5792,1101.443103442932,503.33965544555383,45.698198470006844,538.4499999284744,116.0,35.40234618771052,49.805966251425055,31.472584443359093
mweMgSlGM2VxThhwnupYxYzUbR23,1026.0666666666823,446.696001252545,43.534793182951546,618.5249999999651,120.0,34.280080665480774,39.25947534296268,44.73722966086707
mwsliuPsLFhRFjtjQwYkqcCRDvi2,954.7725000103314,472.4177216144719,49.47961128010704,635.3500002622604,120.0,34.575998042672815,49.3438922087828,69.20068337959376
nT1qJOiMyDdJ9ui4el195A8Hsgs1,1187.1066666672627,462.3258966831962,38.94560696732931,700.6249999403954,120.0,22.346612788115838,32.72274073065695,29.082934658012228
ohl9pXqpeSMfepC3w9h0tW5SbJw1,1078.2791666666724,496.2382097569915,46.02131109432751,662.9999999998836,120.0,32.93705248821674,43.60687611004814,36.59839684037646
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,1445.0566037735887,573.2119499998543,39.667093213025794,759.0,106.0,34.75549774486575,34.29613718369725,27.734734383787423
pRQimOpZtsekBI2I1kbnD3pycmo1,582.0369747917191,298.6381918617738,51.309144400772986,266.5,119.0,41.41304463296208,51.651412097859065,20.89956507336393
pcbRW89vVJcviD87V3uxyG4I9st2,747.0958333333585,341.31693037013457,45.68582973448829,384.2750000001979,120.0,34.349202319806665,51.99718004234876,28.110933257482674
q0Atnpm0jZS5swcVmq0EMalQUKw1,801.4750000000054,339.1308704156949,42.313343574745645,461.2500000000291,120.0,27.237929145526646,36.78678670760818,25.45716163764417
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,783.4327731097446,421.8226346483694,53.84286299052743,489.0999999940394,119.0,44.4212923714556,49.54585877590009,35.84154817034045
qnR5PLX1v3fPi6SwTJMwGcadwyD3,848.7781512622072,403.9411035206559,47.590893205716974,537.3500000238419,119.0,30.479078328488672,51.15182261865592,28.798858069984686
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,902.1008333333458,384.1744700584293,42.58664396072766,458.7500000001164,120.0,31.652314455351217,40.7332153790192,43.13448783632835
rFV2EUbp64f5ORSh7DqwmCQmeqT2,1361.6487179497879,597.4743131994517,43.87874092071698,830.0,117.0,35.6246034475692,40.94806881616249,33.096278864087445
rNe3cRPepZUXbJhmmfQZiGsVzX22,942.0428571423062,413.20372567299535,43.86251883767282,470.59999999403954,119.0,36.854724099204375,34.763452066731745,45.81320868641972
rUuJv5gl7dWVo7UPQWMx4bohxhK2,1632.2474747474748,637.7319871364617,39.070790244912175,999.9499999998366,99.0,26.40713152743447,38.78836284678235,32.90700812952853
ric6cNjG25XmZJCiKZDOxzeezao1,959.979999999993,413.9588697142809,43.12161396219546,576.0749999999534,120.0,27.84343994933994,41.19301634465257,34.43864614987471
roaf78tUWxWSEjAUcUu8O7mrQbl1,1297.2715517251656,601.7582914716778,46.386455532107725,931.4750000536442,116.0,39.90462837873173,45.330624098748515,58.18410929537205
sqfXvh6GJLaYAqr3RvHrixP8IOx1,1346.3156521569128,443.084660957079,32.9109046787965,653.25,115.0,21.448647583346986,31.189384715393764,30.389460415806813
ssPK6ISW0HerTGke9hznqJ2LpKu1,686.5233333508173,310.3711956674153,45.20912554458128,353.27500009536743,120.0,35.29984018655528,36.76304816813084,23.12185250807417
tB4wPBbnWJUXeOC3Zxjph0Esgjf1,1206.8785046862665,505.6853845079067,41.900272690610386,698.3500001430511,107.0,29.88661116965371,43.518002409309304,40.98781292778399
