Class,UCLA_Mean,WCST_PE_Mean,Age_Mean,Percent_Male,N
Class 1,37.0,25.68655303030303,18.666666666666668,33.33333333333333,3
Class 2,51.666666666666664,8.789880352525824,20.541666666666668,0.0,24
Class 3,29.789473684210527,11.783881012614179,20.157894736842106,0.0,19
Class 4,42.083333333333336,9.801746333919468,19.0,100.0,12
Class 5,41.57142857142857,9.478823229898694,22.071428571428573,100.0,14
