participant_id,wcst_n_trials,wcst_n_errors,wcst_error_rate,wcst_n_runs,wcst_z_runs,wcst_p_runs,wcst_n_error_runs,wcst_mean_error_run_length,wcst_max_error_run_length,wcst_p_error_given_error,wcst_p_error_given_correct,wcst_error_transition_ratio,wcst_clustering_coef
nT1qJOiMyDdJ9ui4el195A8Hsgs1,79.0,7.0,0.08860759493670886,13.0,-0.5475962037280602,0.583969196674039,6.0,1.1666666666666667,2.0,0.14285714285714285,0.08450704225352113,1.6904761904761905,1.0584225900681596
cUugYJoOmOSFc0Mh5JD0ZXJrYN52,119.0,10.0,0.08403361344537816,19.0,-0.19474098286576547,0.8455957263960727,9.0,1.1111111111111112,2.0,0.1,0.08333333333333333,1.2000000000000002,1.0168067226890756
kxerHPSL3bQjD74HhiebYf3blPr1,128.0,28.0,0.21875,37.0,-2.019512170513082,0.043434013637069446,18.0,1.5555555555555556,5.0,0.35714285714285715,0.18181818181818182,1.9642857142857142,1.2094594594594594
2h5FgHUEvBS1twD5DqbTIRrMm1f2,99.0,13.0,0.13131313131313133,25.0,0.6340199343463859,0.5260678127606278,12.0,1.0833333333333333,2.0,0.07692307692307693,0.1411764705882353,0.5448717948717949,0.9434343434343434
lpzDdvuMkKWkPxu6xeclmdctEp42,84.0,9.0,0.10714285714285714,15.0,-1.2125636848581431,0.22529668024593574,7.0,1.2857142857142858,2.0,0.2222222222222222,0.0945945945945946,2.349206349206349,1.1380952380952383
iv9ew8Ci8lOzvXFiJw1acJfuRAl2,79.0,9.0,0.11392405063291139,17.0,0.0289599008949335,0.9768965716199587,8.0,1.125,2.0,0.1111111111111111,0.11594202898550725,0.9583333333333333,0.9970215934475055
A9AEg0g6c2P1Bk72HLmnK3oWJ9B2,82.0,9.0,0.10975609756097561,13.0,-2.334282492626289,0.01958093484589707,6.0,1.5,3.0,0.3333333333333333,0.08333333333333333,4.0,1.3095684803001875
7cvQFrzIDEVAkFCcGAHZPUvJ2MF3,76.0,6.0,0.07894736842105263,11.0,-0.8648370692333437,0.38712822198692187,5.0,1.2,2.0,0.16666666666666666,0.07246376811594203,2.3,1.0956937799043063
Qg9GDwQ9hBNkDLt50CNLd4NqRlX2,69.0,7.0,0.10144927536231885,13.0,-0.3960784332760407,0.6920471678119242,6.0,1.1666666666666667,2.0,0.14285714285714285,0.09836065573770492,1.4523809523809523,1.044593088071349
LliUMEIsrCVZ88YFQfevan2Og4z1,97.0,13.0,0.13402061855670103,21.0,-1.1197933944575404,0.2628018148053648,10.0,1.3,2.0,0.23076923076923078,0.12048192771084337,1.9153846153846155,1.1197839960726559
EUhcW9kURScie1DwGPHqmNqotJB2,128.0,41.0,0.3203125,43.0,-2.802328942504246,0.005073511382832185,21.0,1.9523809523809523,9.0,0.4878048780487805,0.2441860465116279,1.9976771196283392,1.3194040697674418
aj2Ivskb3BgyvBNTLIKlSZG0Sq22,119.0,13.0,0.1092436974789916,21.0,-1.5150751571023935,0.12975337215320382,10.0,1.3,2.0,0.23076923076923078,0.09523809523809523,2.4230769230769234,1.1504601840736295
iZScIvzhvAdvlsBXU5D8IHwvG6Q2,126.0,20.0,0.15873015873015872,37.0,0.7923766070439624,0.428141115296101,18.0,1.1111111111111112,3.0,0.1,0.17142857142857143,0.5833333333333334,0.9365079365079365
wdppvL4tIkVlGjou6aYzzjlaZXB2,128.0,30.0,0.234375,42.0,-1.2246749565914312,0.22069771351527923,21.0,1.4285714285714286,4.0,0.3103448275862069,0.21428571428571427,1.4482758620689657,1.1175595238095237
jpklrtZKDdb3UbsoQ7Ho5KuR5yb2,,,,,,,,,,,,,
K26uNuY0VNPjJNF26wEx3bFg0kr2,70.0,7.0,0.1,11.0,-1.7864202217111704,0.07403124384576909,5.0,1.4,2.0,0.2857142857142857,0.08064516129032258,3.5428571428571427,1.2363636363636363
pFlYc8DBmSXkvMIRgXFxvo3JB6j1,85.0,14.0,0.16470588235294117,19.0,-2.1581296769152796,0.030917750996286575,9.0,1.5555555555555556,4.0,0.35714285714285715,0.12857142857142856,2.777777777777778,1.2835913312693499
DPvStUYSmohmXwFwaKRqHv89R3k1,63.0,3.0,0.047619047619047616,7.0,0.4334498677803325,0.6646879789516027,3.0,1.0,1.0,0.0,0.05084745762711865,0.0,0.9591836734693878
K7ykiXe6CqQUKpEzs2nYrMTVuDA2,93.0,7.0,0.07526881720430108,15.0,0.8127364103151263,0.416369200946864,7.0,1.0,1.0,0.0,0.08235294117647059,0.0,0.9297491039426523
62fAfeQc27bZelkPX7G54T3gvci2,70.0,6.0,0.08571428571428572,13.0,0.816862050970166,0.41400726680765465,6.0,1.0,1.0,0.0,0.09523809523809523,0.0,0.9208791208791209
q0Atnpm0jZS5swcVmq0EMalQUKw1,71.0,5.0,0.07042253521126761,11.0,0.6709488443244873,0.5022531186546564,5.0,1.0,1.0,0.0,0.07692307692307693,0.0,0.9359795134443022
kR2rCtaPyPaj7YMizKUDn5xL2qx1,84.0,10.0,0.11904761904761904,15.0,-1.9268107602260576,0.05400321801153618,7.0,1.4285714285714286,3.0,0.3,0.0958904109589041,3.1285714285714286,1.2412698412698413
dnkEqKuvjoQzAQm5yXlrAOp9ZlD3,73.0,8.0,0.1095890410958904,13.0,-1.3876507973918895,0.16524340529526205,6.0,1.3333333333333333,2.0,0.25,0.09375,2.6666666666666665,1.1728134878819811
mwsliuPsLFhRFjtjQwYkqcCRDvi2,72.0,7.0,0.09722222222222222,11.0,-1.833327571385343,0.0667538715282765,5.0,1.4,2.0,0.2857142857142857,0.078125,3.657142857142857,1.2398989898989898
iKVZi0Oo96UrMBhPQMHWFcf55uA3,68.0,4.0,0.058823529411764705,9.0,0.5493649076905094,0.5827550516441398,4.0,1.0,1.0,0.0,0.06349206349206349,0.0,0.9477124183006536
Lhv9P8ZrkDSIB7BGwooAqfu8SGF3,71.0,6.0,0.08450704225352113,13.0,0.8100486405416644,0.41791222073630063,6.0,1.0,1.0,0.0,0.09375,0.0,0.9219934994582881
ssPK6ISW0HerTGke9hznqJ2LpKu1,83.0,8.0,0.0963855421686747,17.0,1.0011512322888378,0.31675369953326316,8.0,1.0,1.0,0.0,0.10810810810810811,0.0,0.9092841956059532
qsRKc69hK6e8Uu6vr2pBO8NbpMt2,79.0,7.0,0.08860759493670886,15.0,0.8944071327558306,0.37110409753039164,7.0,1.0,1.0,0.0,0.09859154929577464,0.0,0.9172995780590718
5zxa5CMLGQSSonWOXqXf0QNS3PH3,87.0,7.0,0.08045977011494253,15.0,0.8449210483402361,0.39815492164858624,7.0,1.0,1.0,0.0,0.08860759493670886,0.0,0.924904214559387
h5RYP03wJuVN0xo7qAR8CKFxLaj1,126.0,10.0,0.07936507936507936,15.0,-2.7552911294789393,0.005863993203232054,7.0,1.4285714285714286,3.0,0.3,0.06086956521739131,4.928571428571428,1.294179894179894
CGyTPhevTbSvVnZ8qSP0NtWuhgw1,91.0,11.0,0.12087912087912088,19.0,-0.6752997409905666,0.4994853484568449,9.0,1.2222222222222223,2.0,0.18181818181818182,0.11392405063291139,1.595959595959596,1.070561017929439
v8nNKiWvPdcjiHXZci39OuFTY6M2,76.0,9.0,0.11842105263157894,13.0,-2.181047311617018,0.02917991728909919,6.0,1.5,3.0,0.3333333333333333,0.09090909090909091,3.6666666666666665,1.2975708502024292
BbwUTWswjtPWhb5DvLAmh9Hdpyl2,,,,,,,,,,,,,
LSLmd8jENtONZFVkIpRDX665Bu73,82.0,9.0,0.10975609756097561,13.0,-2.334282492626289,0.01958093484589707,6.0,1.5,2.0,0.3333333333333333,0.08333333333333333,4.0,1.3095684803001875
mUZzgdWKnPb2txOkJg9FHgqX5792,107.0,16.0,0.14953271028037382,15.0,-5.093780470235483,3.5099316875175646e-07,7.0,2.2857142857142856,3.0,0.5625,0.07777777777777778,7.232142857142857,1.8809968847352025
WbOfW9KmUkPQK8o5hlHJnJFdpp92,98.0,6.0,0.061224489795918366,11.0,-1.1588414616732505,0.24652081360371447,5.0,1.2,2.0,0.16666666666666666,0.054945054945054944,3.033333333333333,1.1150278293135436
1dpmVw8fpcc2IHs0s9WqdU8Yvi53,72.0,6.0,0.08333333333333333,11.0,-0.8034018580103892,0.421742501467008,5.0,1.2,2.0,0.16666666666666666,0.07692307692307693,2.1666666666666665,1.0909090909090908
4ySuGdFDDmaAr6JUXbD4UIY6BQ13,82.0,7.0,0.08536585365853659,15.0,0.8748553599461151,0.3816526107843514,7.0,1.0,1.0,0.0,0.0945945945945946,0.0,0.9203252032520325
fEq0OghbLpfD1jigl1Mbz96aMbg2,88.0,19.0,0.2159090909090909,23.0,-2.482356161944774,0.013051674897802679,11.0,1.7272727272727273,4.0,0.42105263157894735,0.16176470588235295,2.602870813397129,1.3389328063241108
QG6VXg7od2fHJ1SF9ZzYBqUa1FY2,74.0,6.0,0.08108108108108109,13.0,0.7905819497360503,0.4291879834140022,6.0,1.0,1.0,0.0,0.08955223880597014,0.0,0.9251559251559252
cEIs6U87xfbSL5eFTXDK77MmvNf1,103.0,11.0,0.10679611650485436,19.0,-0.8707231089040793,0.38390535755580846,9.0,1.2222222222222223,2.0,0.18181818181818182,0.0989010989010989,1.8383838383838385,1.0868676545733265
AsXBOflrszVNKoFqbN61bMJqS0k2,105.0,19.0,0.18095238095238095,23.0,-3.038726119319036,0.002375807353425685,11.0,1.7272727272727273,5.0,0.42105263157894735,0.12941176470588237,3.253588516746411,1.3966873706004141
Fz7EUjZCLuUBxLDUVtN6djaBTy42,84.0,10.0,0.11904761904761904,13.0,-2.9916272329825624,0.0027749487618975444,6.0,1.6666666666666667,3.0,0.4,0.0821917808219178,4.866666666666667,1.4322344322344323
DzB19GqCB7fyrlEPexogWkjFzEx2,79.0,8.0,0.10126582278481013,11.0,-2.7886675352666295,0.005292536537770731,5.0,1.6,2.0,0.375,0.07142857142857142,5.25,1.3981588032220944
WKzqsLX1lNVSdbGgYTTVGtFwsrF3,88.0,6.0,0.06818181818181818,13.0,0.7152215124328197,0.47447217819360543,6.0,1.0,1.0,0.0,0.07407407407407407,0.0,0.9370629370629371
xBGZhFOeypWnqzSQClkrwV9z2vF3,78.0,8.0,0.10256410256410256,15.0,-0.22743668837039183,0.8200841944876986,7.0,1.1428571428571428,2.0,0.125,0.10144927536231885,1.232142857142857,1.023931623931624
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,69.0,5.0,0.07246376811594203,11.0,0.6820503240108915,0.49520713032818553,5.0,1.0,1.0,0.0,0.07936507936507936,0.0,0.9341238471673254
y1EHXv8tUTa4BRS4fRio7bULYfA2,101.0,16.0,0.15841584158415842,21.0,-2.622683226970288,0.00872403439616698,10.0,1.6,5.0,0.375,0.11904761904761904,3.1500000000000004,1.33003300330033
HyQM2xKwwuVfqidmRYF6TiRk90C2,83.0,7.0,0.08433734939759036,15.0,0.8686157187192503,0.3850573539823381,7.0,1.0,1.0,0.0,0.09333333333333334,0.0,0.921285140562249
roaf78tUWxWSEjAUcUu8O7mrQbl1,78.0,9.0,0.11538461538461539,15.0,-1.0947106257596586,0.2736434319586185,7.0,1.2857142857142858,2.0,0.2222222222222222,0.10294117647058823,2.1587301587301586,1.1282051282051282
Rc706mP0TSeIoIpMYH1SpRXjOxA2,,,,,,,,,,,,,
i1tBstVkNiVP0qro7TgGD08IGGa2,80.0,8.0,0.1,13.0,-1.5356461035094906,0.12462520033673474,6.0,1.3333333333333333,2.0,0.25,0.08450704225352113,2.9583333333333335,1.1846153846153846
h12a1QYNpYbl3T0Gj1PxUz3EnEx2,72.0,4.0,0.05555555555555555,9.0,0.5321189231317897,0.5946436320067967,4.0,1.0,1.0,0.0,0.05970149253731343,0.0,0.9506172839506173
2zDXvJKvjeejeOSNbtDbtSI5cdz1,71.0,5.0,0.07042253521126761,11.0,0.6709488443244873,0.5022531186546564,5.0,1.0,1.0,0.0,0.07692307692307693,0.0,0.9359795134443022
P9bS6GGJcIXivbMWo4ibJ5jgUPG2,68.0,7.0,0.10294117647058823,11.0,-1.7383869026674041,0.08214266292894856,5.0,1.4,3.0,0.2857142857142857,0.08333333333333333,3.4285714285714284,1.232620320855615
iWsc4pghIEWOQUZKuQJMfe516UI3,80.0,6.0,0.075,13.0,0.7554989738520967,0.4499496477899756,6.0,1.0,1.0,0.0,0.0821917808219178,0.0,0.9307692307692308
lHDkoPQu5reNCO45npeYSS9eLQl1,109.0,16.0,0.14678899082568808,21.0,-2.8320090416186137,0.004625654065830931,10.0,1.6,3.0,0.375,0.10869565217391304,3.45,1.347750109217999
WcTsIpSoEhYeIBSNjAbbdaNSBya2,94.0,13.0,0.13829787234042554,17.0,-2.8202966654433816,0.004797926985703249,8.0,1.625,2.0,0.38461538461538464,0.1,3.8461538461538463,1.376720901126408
mg2WZiRBn4NQDKiMK43Y8dBqyG53,126.0,12.0,0.09523809523809523,17.0,-3.0123761656438903,0.00259211170686946,8.0,1.5,2.0,0.3333333333333333,0.07079646017699115,4.708333333333333,1.3361344537815127
AUKCfn4HzgVB7m6LNnh2gQb7G5s2,94.0,10.0,0.10638297872340426,15.0,-2.1504860296998958,0.03151678987382178,7.0,1.4285714285714286,2.0,0.3,0.08433734939759036,3.5571428571428574,1.2581560283687943
CtJe4bZZnYUBNrcPk00d3YQFSGp2,80.0,11.0,0.1375,11.0,-4.319392412731232,1.5645936085606493e-05,5.0,2.2,4.0,0.5454545454545454,0.07352941176470588,7.418181818181817,1.8159090909090911
CDEoAyvS8feXLKMKsaZah9agEhF3,68.0,6.0,0.08823529411764706,13.0,0.8310173326803221,0.40596383785733914,6.0,1.0,1.0,0.0,0.09836065573770492,0.0,0.9185520361990951
GDZGRW51kbWtAdUIHCtEd8sAtqY2,83.0,10.0,0.12048192771084337,11.0,-4.0235006666865045,5.733942176266993e-05,5.0,2.0,3.0,0.5,0.06944444444444445,7.199999999999999,1.6900328587075573
QreA2rLiUhV3YHeMfuHMPdGbpJ53,95.0,11.0,0.11578947368421053,13.0,-3.813776540812087,0.00013685922447748133,6.0,1.8333333333333333,5.0,0.45454545454545453,0.07228915662650602,6.287878787878788,1.5732793522267206
AyAnuCaltBbpEYbudoyNzTvXlcC2,112.0,13.0,0.11607142857142858,23.0,-0.4603687956670308,0.6452515285907481,11.0,1.1818181818181819,2.0,0.15384615384615385,0.11224489795918367,1.3706293706293706,1.0427018633540373
azdL1gX79EVd9iepyCAVQrqIaQF3,81.0,8.0,0.09876543209876543,13.0,-1.5558397800154422,0.11974619613161863,6.0,1.3333333333333333,2.0,0.25,0.08333333333333333,3.0,1.1861348528015194
jzdk8E3tVXTXIozlfK5oeEb7wWp2,78.0,8.0,0.10256410256410256,13.0,-1.4945839521482875,0.135023056913409,6.0,1.3333333333333333,3.0,0.25,0.08695652173913043,2.875,1.1814595660749507
ORuVuFPU5idz3fMoXTGsbwToW2j2,88.0,11.0,0.125,19.0,-0.6220464816217433,0.5339113044280208,9.0,1.2222222222222223,3.0,0.18181818181818182,0.11842105263157894,1.5353535353535355,1.0657894736842106
pRQimOpZtsekBI2I1kbnD3pycmo1,77.0,8.0,0.1038961038961039,11.0,-2.7345351137550287,0.006246843221691112,5.0,1.6,3.0,0.375,0.07352941176470588,5.1,1.3943329397874853
yfjd8LbAMrYeG54927d3GiKAyXI2,78.0,7.0,0.08974358974358974,13.0,-0.5333747190617972,0.5937742141389084,6.0,1.1666666666666667,2.0,0.14285714285714285,0.08571428571428572,1.6666666666666665,1.0571992110453647
HSggdq91WiQp16bOj7V3dABkcgk2,89.0,7.0,0.07865168539325842,13.0,-0.6806320553731555,0.4961043384289523,6.0,1.1666666666666667,2.0,0.14285714285714285,0.07407407407407407,1.9285714285714286,1.0691443388072601
PLreonkqaMeFc0UqxKUelH44UQu1,96.0,15.0,0.15625,27.0,0.270117160381571,0.7870701205813895,13.0,1.1538461538461537,2.0,0.13333333333333333,0.1625,0.8205128205128205,0.9745370370370371
ToTCRJ4EX9OL6UlJqmDkaEbggWF2,78.0,8.0,0.10256410256410256,11.0,-2.761731215926183,0.005749578983840875,5.0,1.6,2.0,0.375,0.07246376811594203,5.175,1.3962703962703964
foaW7wtvY3XLNdguFUK7OvOefP93,77.0,8.0,0.1038961038961039,15.0,-0.2128680028671576,0.8314299204009619,7.0,1.1428571428571428,2.0,0.125,0.10294117647058823,1.2142857142857144,1.0225108225108224
EmfmKFDgWJdW47a6CNTNjnbYaPh2,83.0,9.0,0.10843373493975904,13.0,-2.3589181501515766,0.01832829781365919,6.0,1.5,3.0,0.3333333333333333,0.0821917808219178,4.055555555555555,1.3113994439295644
6ABZuv4jbjgE0B8TeyUk6nwVb122,88.0,7.0,0.07954545454545454,15.0,0.8392924811100209,0.4013052014765457,7.0,1.0,1.0,0.0,0.0875,0.0,0.9257575757575758
WeHQDy9BWldTlaQDVVlsJNCqwxA2,107.0,13.0,0.12149532710280374,23.0,-0.38771757262018214,0.6982250500371356,11.0,1.1818181818181819,2.0,0.15384615384615385,0.11827956989247312,1.3006993006993006,1.0365704997968306
0d841i8KPjdjwCYfDuUUXj0SEjH2,68.0,3.0,0.04411764705882353,7.0,0.41576666615784336,0.6775807530279894,3.0,1.0,1.0,0.0,0.046875,0.0,0.9621848739495799
0oa5NYVnIBS9NmrmRAZrahXDctP2,73.0,6.0,0.0821917808219178,11.0,-0.8190515850101567,0.41275698289298113,5.0,1.2,2.0,0.16666666666666666,0.07575757575757576,2.1999999999999997,1.0921544209215441
5OOi73igsahMZ5IVKQwwyhnj4Cn2,70.0,3.0,0.04285714285714286,7.0,0.4092747784467213,0.682338022531793,3.0,1.0,1.0,0.0,0.045454545454545456,0.0,0.963265306122449
O61Eik2zvrSQLMNpFbTNEgjWwMr2,78.0,7.0,0.08974358974358974,13.0,-0.5333747190617972,0.5937742141389084,6.0,1.1666666666666667,2.0,0.14285714285714285,0.08571428571428572,1.6666666666666665,1.0571992110453647
Ub7nV8F55kPruh35ZpUcKoBUyn63,81.0,9.0,0.1111111111111111,15.0,-1.1547005383792517,0.24821307898992373,7.0,1.2857142857142858,2.0,0.2222222222222222,0.09859154929577464,2.253968253968254,1.1333333333333333
Co587hoelyeANqFX7AYvuVQW0lZ2,82.0,9.0,0.10975609756097561,15.0,-1.174214829624133,0.2403089875617621,7.0,1.2857142857142858,2.0,0.2222222222222222,0.09722222222222222,2.2857142857142856,1.134959349593496
cec6NLR2ZLVVw6h0TEKSNIH11v02,,,,,,,,,,,,,
M4Km1Q2P2oPliChDQkwl6k20FUI3,102.0,10.0,0.09803921568627451,17.0,-1.168934628329339,0.24242997049375958,8.0,1.25,2.0,0.2,0.08791208791208792,2.275,1.1199538638985005
1Vb7DcXYw9R86bw5qj9eBk9fPqA2,69.0,6.0,0.08695652173913043,9.0,-2.334239196764533,0.019583200534793344,4.0,1.5,3.0,0.3333333333333333,0.06451612903225806,5.166666666666667,1.3285024154589373
Ru3Qf6pXZua1DfNkQdhbor6iJ403,86.0,8.0,0.09302325581395349,13.0,-1.653685267392385,0.09819147759594404,6.0,1.3333333333333333,3.0,0.25,0.07792207792207792,3.2083333333333335,1.1932021466905187
6WFCyGwk71XLPBmbe4Vav3eotVm1,69.0,4.0,0.057971014492753624,7.0,-1.8049716244970826,0.07107912244859738,3.0,1.3333333333333333,2.0,0.25,0.046875,5.333333333333333,1.2194616977225672
ASGvwW80q7VY7xFaLGZhVuErUQu2,80.0,7.0,0.0875,13.0,-0.5616352217805739,0.5743645777215658,6.0,1.1666666666666667,2.0,0.14285714285714285,0.08333333333333333,1.7142857142857142,1.0596153846153846
SpSfX0ZcfcPLdlOENlfdfvEPwru2,72.0,6.0,0.08333333333333333,13.0,0.8034018580103892,0.421742501467008,6.0,1.0,1.0,0.0,0.09230769230769231,0.0,0.9230769230769231
aM2995jJmJWvr6cneaGH58HauIg2,87.0,9.0,0.10344827586206896,17.0,-0.0818378158905083,0.9347756841847796,8.0,1.125,2.0,0.1111111111111111,0.1038961038961039,1.0694444444444444,1.0081135902636917
Wfo71fsX1VVfPZnzhT7HEYBTwnq1,72.0,9.0,0.125,11.0,-3.178781887939934,0.0014789533384136355,5.0,1.8,3.0,0.4444444444444444,0.08064516129032258,5.511111111111111,1.5227272727272727
m69r9GQTk2b51mvxrFLt4fZeJi52,81.0,9.0,0.1111111111111111,15.0,-1.1547005383792517,0.24821307898992373,7.0,1.2857142857142858,2.0,0.2222222222222222,0.09859154929577464,2.253968253968254,1.1333333333333333
wkhxvE50megJGMA1EiROSZIJWNq1,88.0,14.0,0.1590909090909091,21.0,-1.4353192545774336,0.15119614341379206,10.0,1.4,3.0,0.2857142857142857,0.136986301369863,2.085714285714286,1.168831168831169
d9rwc0NXArcNlJvFsgKhQqkGxJq2,88.0,8.0,0.09090909090909091,17.0,0.9665548033709541,0.3337666378891755,8.0,1.0,1.0,0.0,0.10126582278481013,0.0,0.9144385026737968
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,83.0,8.0,0.0963855421686747,17.0,1.0011512322888378,0.31675369953326316,8.0,1.0,1.0,0.0,0.10810810810810811,0.0,0.9092841956059532
WqoZv41KTtTCuPKBPyClregrKAi1,89.0,6.0,0.06741573033707865,13.0,0.7106250617409702,0.47731660855986835,6.0,1.0,1.0,0.0,0.07317073170731707,0.0,0.9377700950734659
Yco8O7tmHlbsUBfKW2ywcZByGO32,66.0,3.0,0.045454545454545456,7.0,0.4225771273642579,0.6726038174415168,3.0,1.0,1.0,0.0,0.04838709677419355,0.0,0.961038961038961
xHctBv4C2EU8rHYRouw0btT3GT02,90.0,11.0,0.12222222222222222,19.0,-0.6577691804315184,0.5106864610617328,9.0,1.2222222222222223,2.0,0.18181818181818182,0.11538461538461539,1.5757575757575757,1.0690058479532163
SOhR7IO689NQCPQu56SjATO8FR92,100.0,17.0,0.17,27.0,-0.7969810709323601,0.4254620248885459,13.0,1.3076923076923077,3.0,0.23529411764705882,0.15853658536585366,1.4841628959276019,1.0822222222222222
idP8RVfm74N86O0dszLXANIpjXv2,74.0,5.0,0.06756756756756757,11.0,0.6552643384805834,0.5122975769061358,5.0,1.0,1.0,0.0,0.07352941176470588,0.0,0.9385749385749386
mweMgSlGM2VxThhwnupYxYzUbR23,80.0,6.0,0.075,9.0,-2.6022742432683317,0.00926077644762735,4.0,1.5,2.0,0.3333333333333333,0.0547945205479452,6.083333333333333,1.3444444444444443
9Xz1RIwnPXgyRqmucudW9VeuDnq1,71.0,8.0,0.11267605633802817,11.0,-2.565459852023023,0.010303914499401712,5.0,1.6,2.0,0.375,0.08064516129032258,4.65,1.381562099871959
ohl9pXqpeSMfepC3w9h0tW5SbJw1,74.0,7.0,0.0945945945945946,13.0,-0.47454034751523977,0.6351146331292585,6.0,1.1666666666666667,2.0,0.14285714285714285,0.09090909090909091,1.5714285714285714,1.051975051975052
9l7DjYLs0XdgwykPZR5E01KTZfu2,75.0,7.0,0.09333333333333334,15.0,0.9226216993913626,0.3562043834229114,7.0,1.0,1.0,0.0,0.1044776119402985,0.0,0.9128888888888889
23AEyocWhqY955WHbxhHRSgQ1ms2,85.0,8.0,0.09411764705882353,15.0,-0.3238186594582884,0.74607532852152,7.0,1.1428571428571428,2.0,0.125,0.09210526315789473,1.3571428571428572,1.0329411764705883
qZZiI6GzgxOrpQDGu42ZA0xsGEJ2,128.0,12.0,0.09375,15.0,-4.111164758093502,3.9366815207664274e-05,7.0,1.7142857142857142,3.0,0.4166666666666667,0.06086956521739131,6.845238095238095,1.5166666666666666
rFV2EUbp64f5ORSh7DqwmCQmeqT2,95.0,11.0,0.11578947368421053,15.0,-2.790305435226922,0.005265833904953832,7.0,1.5714285714285714,4.0,0.36363636363636365,0.08433734939759036,4.311688311688312,1.3635087719298247
bXpFswkI7TfIfL6G4FqWrbaxTGx2,90.0,7.0,0.07777777777777778,11.0,-2.2146027656473444,0.026787342030504036,5.0,1.4,3.0,0.2857142857142857,0.06097560975609756,4.685714285714286,1.2646464646464646
XehZHBpwr5MYzUXkj0FAYCsFG922,115.0,23.0,0.2,29.0,-2.588628183185003,0.009635907626442952,14.0,1.6428571428571428,4.0,0.391304347826087,0.15384615384615385,2.543478260869565,1.303448275862069
DAKDKPH698P12JfTbbjemLI6PIH2,86.0,7.0,0.08139534883720931,13.0,-0.6423378788244034,0.5206538249128956,6.0,1.1666666666666667,2.0,0.14285714285714285,0.07692307692307693,1.857142857142857,1.066189624329159
3WijiOiVCoMbn80F05SPYsxl0TC2,80.0,9.0,0.1125,17.0,0.014366457928094944,0.9885376193236652,8.0,1.125,2.0,0.1111111111111111,0.11428571428571428,0.9722222222222222,0.998529411764706
Df83JuPuJkXqTGbENhM2gw5SJM43,88.0,8.0,0.09090909090909091,15.0,-0.36245805126410735,0.7170097656041898,7.0,1.1428571428571428,2.0,0.125,0.08860759493670886,1.4107142857142858,1.0363636363636364
qnR5PLX1v3fPi6SwTJMwGcadwyD3,82.0,12.0,0.14634146341463414,19.0,-1.1205458938856327,0.2624812069076259,9.0,1.3333333333333333,2.0,0.25,0.13043478260869565,1.9166666666666667,1.1309370988446728
DaRehVxIOhXtEtUExdgvUl0mKcx2,128.0,38.0,0.296875,49.0,-1.1575961542817965,0.2470288793926816,24.0,1.5833333333333333,3.0,0.3684210526315789,0.2696629213483146,1.3662280701754386,1.1109693877551021
UbwuSMtBsHdW3Ji41opk3GInMqi2,77.0,6.0,0.07792207792207792,11.0,-0.8797312105850744,0.3790049375110316,5.0,1.2,2.0,0.16666666666666666,0.07142857142857142,2.3333333333333335,1.0968122786304606
