Metric,Mean,SD,Min,Max
lapsed_occupancy,0.139259161064938,0.10575201163278063,0.007936507936507936,0.4805194805194805
p_focused_to_lapsed,0.09721501755476143,0.07910249345334122,0.0,0.4032411959667771
p_lapsed_to_focused,0.6967372468252022,0.2774830555342046,0.02214522076243704,1.0
focused_mean_rt,1329.4188059669777,392.1741374343001,199.27903556200985,3687.3655999965667
lapsed_mean_rt,6377.465498657418,8470.153305025495,1019.6396988451856,58860.60000002384
rt_difference,5048.04669269044,8221.990067062581,503.5365661824611,57051.02500003263
