gender,cluster,n,percent,ucla_total_mean,pe_rate_mean,pes_ms_mean,post_error_acc_mean
남성,1,9,29.03225806451613,53.22222222222223,14.52232133339668,1503.436993394044,55.9977964977965
남성,2,22,70.96774193548387,36.77272727272727,8.860948552453701,990.4330771687853,73.69051143449539
여성,1,19,40.42553191489361,53.0,8.935961932825544,2070.6576625499183,73.30353856669646
여성,2,28,59.57446808510638,33.392857142857146,12.808616982895986,1109.8849012592875,52.76951896799852
