bin_split_k,n,B,SE_B,beta,F,p,delta_r2
2,212,37.35758496966313,12.963837820942262,0.2696066321889852,8.30405863763893,0.004376715296870784,0.03856212800831138
3,212,31.09212759463473,8.212883404014555,0.34802321964676647,14.332091360309295,0.00020121233674715705,0.06425638516348642
4,212,22.66576184957655,5.777549720781029,0.35672364783854166,15.390518784771883,0.00011926715626402496,0.06750930701760471
6,212,17.340029870175165,3.9842169097342537,0.394855991155553,18.941472325321445,2.1259298386161727e-05,0.08271367421802323
